name,Yr,school,position,PA,wOBA,wRC,wRAA,OPS,OBP,SLG,BA,ISO,BABIP,K%,BB%,HR%
Alex Stephens,Jr,Morehead St.,INF,258,0.412,50.846,14.984,0.907,0.388,0.519,0.349,0.17,0.358,0.07,0.05,0.023
Danny Mayer,Jr,Pacific,OF,240,0.412,47.298,13.938,0.936,0.346,0.59,0.314,0.276,0.352,0.217,0.033,0.062
Lance Mays,Jr,ETSU,OF,157,0.412,30.941,9.118,0.906,0.382,0.524,0.336,0.188,0.404,0.191,0.07,0.025
Daniel Keating,So,Southern Miss.,INF,168,0.411,32.956,9.604,0.885,0.399,0.486,0.303,0.183,0.413,0.274,0.071,0.03
Jarrett Hood,Jr,Georgia St.,INF,232,0.411,45.511,13.263,0.875,0.409,0.466,0.338,0.128,0.374,0.103,0.112,0.009
Justin Jacobs,Jr,Gonzaga,OF,226,0.411,44.334,12.92,0.834,0.442,0.392,0.333,0.059,0.388,0.124,0.146,0.0
Tony Rosselli,Jr,Indiana St.,OF,218,0.411,42.765,12.463,0.893,0.404,0.489,0.281,0.208,0.342,0.234,0.133,0.046
Josh Wilson,Sr,Austin Peay,OF,138,0.411,27.071,7.889,0.82,0.449,0.371,0.305,0.066,0.36,0.13,0.152,0.0
Der'Vincent Hamilton,So,Alcorn,C,114,0.411,22.363,6.517,0.825,0.439,0.386,0.273,0.113,0.373,0.237,0.167,0.018
Ryan Costello,So,Central Conn. St.,INF,130,0.411,25.502,7.432,0.886,0.423,0.463,0.324,0.139,0.352,0.131,0.138,0.023
Jake Lumley,Jr,Canisius,INF,267,0.411,52.377,15.264,0.869,0.438,0.431,0.339,0.092,0.372,0.105,0.131,0.011
Doug Kraeger,Sr,Richmond,INF,219,0.411,42.961,12.52,0.872,0.416,0.456,0.297,0.159,0.364,0.205,0.123,0.027
Taylor Hawthorne,So,Jacksonville St.,INF,229,0.411,44.923,13.092,0.917,0.384,0.533,0.337,0.196,0.371,0.148,0.087,0.022
Zach Tondi,Jr,James Madison,C,176,0.411,34.526,10.062,0.921,0.381,0.54,0.335,0.205,0.37,0.165,0.057,0.04
Joey Denison,Jr,Troy,INF,249,0.411,48.846,14.235,0.893,0.398,0.495,0.322,0.173,0.354,0.149,0.064,0.028
Jake Ring,Jr,Missouri,OF,252,0.411,49.435,14.407,0.859,0.425,0.434,0.317,0.117,0.406,0.202,0.143,0.008
Tevin Symonette,Fr,Lipscomb,OF,214,0.411,41.98,12.234,0.902,0.402,0.5,0.304,0.196,0.384,0.257,0.107,0.037
Jordan Romero,Jr,LSU,C,172,0.411,33.741,9.833,0.923,0.378,0.545,0.297,0.248,0.293,0.145,0.099,0.052
Travis Swaggerty,Fr,South Alabama,OF,269,0.411,52.769,15.378,0.85,0.428,0.422,0.303,0.119,0.376,0.182,0.156,0.015
Gavin Sheets,So,Wake Forest,INF,266,0.41,51.94,14.966,0.894,0.398,0.496,0.326,0.17,0.343,0.117,0.09,0.034
Jake Scudder,Jr,Kansas St.,INF,246,0.41,48.034,13.84,0.901,0.394,0.507,0.333,0.174,0.361,0.13,0.069,0.028
Joe Schrimpf,Jr,Arkansas St.,INF,268,0.41,52.33,15.078,0.889,0.422,0.467,0.299,0.168,0.335,0.138,0.142,0.022
Grant Lamberton,Jr,Monmouth,INF,268,0.41,52.33,15.078,0.849,0.44,0.409,0.341,0.068,0.409,0.146,0.116,0.004
Adan Ordonez,So,N.C. A&T,INF,232,0.41,45.301,13.053,0.871,0.422,0.449,0.332,0.117,0.38,0.142,0.103,0.013
Matt Vernon,Jr,Appalachian St.,INF,212,0.41,41.395,11.927,0.898,0.382,0.516,0.316,0.2,0.351,0.165,0.066,0.038
Chris Deldebbio,Sr,Hartford,OF,239,0.41,46.667,13.446,0.901,0.406,0.495,0.302,0.193,0.311,0.109,0.138,0.025
Kyle Davis,So,West Virginia,INF,259,0.41,50.573,14.572,0.897,0.402,0.495,0.28,0.215,0.281,0.112,0.151,0.039
Cody Daigle,Jr,Louisiana Tech,INF,236,0.41,46.082,13.278,0.893,0.398,0.495,0.288,0.207,0.326,0.203,0.123,0.047
Michael Goss,Jr,UNC Greensboro,INF,198,0.41,38.662,11.14,0.898,0.404,0.494,0.311,0.183,0.338,0.116,0.096,0.02
Hunter Steinmetz,Fr,Missouri St.,OF,293,0.41,57.212,16.485,0.859,0.416,0.443,0.317,0.126,0.363,0.116,0.133,0.003
Devin Hairston,So,Louisville,INF,282,0.41,55.064,15.866,0.886,0.408,0.478,0.361,0.117,0.401,0.113,0.074,0.011
Stuart Fairchild,So,Wake Forest,OF,282,0.41,55.064,15.866,0.878,0.408,0.47,0.293,0.177,0.332,0.149,0.138,0.018
Steven Kraft,So,Western Ky.,INF,245,0.41,47.839,13.784,0.88,0.404,0.476,0.319,0.157,0.363,0.147,0.118,0.024
Andre Jernigan,Sr,Xavier,INF,262,0.41,51.158,14.74,0.92,0.363,0.557,0.253,0.304,0.28,0.225,0.099,0.053
Liam O'Regan,Fr,Elon,OF,184,0.409,35.761,10.185,0.901,0.375,0.526,0.26,0.266,0.408,0.375,0.109,0.049
Peter Jackson,Sr,Florida A&M,OF,133,0.409,25.849,7.362,0.872,0.414,0.458,0.308,0.15,0.392,0.195,0.15,0.015
Connor Fikes,Sr,SFA,INF,241,0.409,46.839,13.34,0.891,0.407,0.484,0.362,0.122,0.365,0.05,0.066,0.004
Jamar Criss,Fr,Coppin St.,INF,139,0.409,27.015,7.694,0.884,0.396,0.488,0.336,0.152,0.373,0.144,0.072,0.029
Jacky  Jr Miles,Jr,Florida A&M,C,213,0.409,41.397,11.79,0.885,0.408,0.477,0.328,0.149,0.363,0.127,0.099,0.019
Jake Bivens,So,Michigan,INF,273,0.409,53.059,15.112,0.851,0.432,0.419,0.358,0.061,0.402,0.099,0.103,0.0
Cassidy Brown,Jr,LMU (CA),C,238,0.409,46.256,13.174,0.893,0.391,0.502,0.325,0.177,0.385,0.185,0.076,0.025
Daniel Jackson,Jr,Long Beach St.,C,180,0.409,34.984,9.964,0.897,0.406,0.491,0.321,0.17,0.36,0.161,0.083,0.033
Luke Burch,Jr,Kent St.,OF,274,0.409,53.253,15.167,0.884,0.416,0.468,0.357,0.111,0.423,0.153,0.106,0.007
Chris Hess,So,Rhode Island,INF,265,0.409,51.504,14.669,0.902,0.374,0.528,0.305,0.223,0.361,0.181,0.075,0.023
Jake Fraley,Jr,LSU,OF,312,0.409,60.638,17.27,0.877,0.413,0.464,0.326,0.138,0.352,0.106,0.119,0.016
Tyler Leffler,Sr,Bradley,INF,229,0.409,44.507,12.676,0.876,0.402,0.474,0.312,0.162,0.341,0.109,0.074,0.009
Paul Solka,Sr,Bradley,INF,221,0.409,42.952,12.233,0.899,0.394,0.505,0.299,0.206,0.362,0.204,0.077,0.023
Hunter Leeper,Sr,Southeast Mo. St.,INF,198,0.409,38.482,10.96,0.872,0.409,0.463,0.302,0.161,0.376,0.212,0.146,0.025
Darien Mclemore,Sr,UT Arlington,INF,253,0.409,49.172,14.005,0.875,0.407,0.468,0.324,0.144,0.394,0.194,0.103,0.02
Gabriel Waddell,So,Mississippi Val.,INF,101,0.409,19.63,5.591,0.86,0.416,0.444,0.296,0.148,0.386,0.238,0.109,0.02
Drew Labounty,Jr,South Alabama,INF,284,0.409,55.197,15.721,0.83,0.451,0.379,0.284,0.095,0.322,0.127,0.208,0.007
Hayden White,So,Jacksonville St.,C,230,0.409,44.701,12.731,0.875,0.409,0.466,0.314,0.152,0.367,0.165,0.109,0.022
Kyle Bracey,Jr,New Orleans,C,230,0.408,44.493,12.523,0.884,0.404,0.48,0.291,0.189,0.348,0.23,0.091,0.043
Tyler Langley,Sr,Central Ark.,OF,270,0.408,52.231,14.701,0.868,0.407,0.461,0.297,0.164,0.37,0.196,0.093,0.019
Brandon Montalvo,Sr,Central Ark.,C,242,0.408,46.814,13.176,0.867,0.417,0.45,0.315,0.135,0.347,0.12,0.12,0.017
Drew Lugbauer,So,Michigan,INF,236,0.408,45.653,12.849,0.888,0.398,0.49,0.298,0.192,0.369,0.225,0.127,0.03
Conor Philbin,Sr,UIC,OF,202,0.408,39.076,10.998,0.852,0.421,0.431,0.293,0.138,0.348,0.158,0.124,0.015
Dan Motl,Sr,Minnesota,OF,256,0.408,49.522,13.938,0.883,0.398,0.485,0.336,0.149,0.387,0.141,0.086,0.012
Anthony Paulsen,Jr,Winthrop,OF,256,0.408,49.522,13.938,0.867,0.426,0.441,0.352,0.089,0.391,0.121,0.086,0.012
T.J. Raguse,Fr,Baylor,OF,111,0.408,21.473,6.044,0.845,0.423,0.422,0.3,0.122,0.371,0.171,0.171,0.009
Anthony Villa,Sr,Saint Mary's (CA),INF,264,0.408,51.07,14.374,0.875,0.405,0.47,0.292,0.178,0.352,0.201,0.121,0.027
Alex Robles,Jr,Austin Peay,INF,218,0.408,42.171,11.869,0.873,0.436,0.437,0.317,0.12,0.34,0.11,0.128,0.018
Brian Taylor,Sr,Campbell,OF,178,0.408,34.433,9.691,0.862,0.404,0.458,0.278,0.18,0.352,0.202,0.101,0.017
J.R. Davis,Jr,Oklahoma St.,INF,253,0.408,48.942,13.775,0.869,0.431,0.438,0.347,0.091,0.383,0.095,0.095,0.004
Jake Maziar,Jr,Col. of Charleston,INF,136,0.408,26.309,7.405,0.839,0.434,0.405,0.297,0.108,0.368,0.169,0.14,0.007
Chad Carroll,Sr,James Madison,INF,191,0.408,36.948,10.399,0.884,0.414,0.47,0.363,0.107,0.42,0.131,0.073,0.005
Shea Molitor,Sr,Valparaiso,INF,258,0.408,49.909,14.047,0.86,0.422,0.438,0.309,0.129,0.34,0.112,0.132,0.012
Alex Ward,So,Belmont,P,207,0.408,40.043,11.27,0.879,0.396,0.483,0.305,0.178,0.336,0.121,0.097,0.014
Diandre Amion,Fr,Alabama St.,OF,199,0.407,38.315,10.654,0.875,0.402,0.473,0.32,0.153,0.322,0.065,0.126,0.025
Devin Mahoney,Jr,Saint Louis,DH,128,0.407,24.645,6.853,0.881,0.398,0.483,0.331,0.152,0.402,0.211,0.078,0.031
Jimmy Herron,Fr,Duke,OF,250,0.407,48.135,13.385,0.856,0.416,0.44,0.324,0.116,0.358,0.1,0.116,0.0
Joe Ogren,Sr,Bucknell,INF,231,0.407,44.477,12.368,0.877,0.398,0.479,0.293,0.186,0.315,0.113,0.113,0.017
Kacy Clemens,Jr,Texas,P,231,0.407,44.477,12.368,0.881,0.411,0.47,0.303,0.167,0.359,0.173,0.152,0.022
Ryan Hall,So,William & Mary,INF,296,0.407,56.992,15.848,0.863,0.422,0.441,0.316,0.125,0.382,0.182,0.125,0.017
Logan Blackfan,So,Southern Ill.,INF,249,0.407,47.942,13.331,0.888,0.402,0.486,0.296,0.19,0.322,0.133,0.129,0.024
Justin Friend,Jr,Troy,INF,148,0.407,28.496,7.924,0.85,0.426,0.424,0.271,0.153,0.354,0.243,0.176,0.027
Derek Hirsch,Sr,Wofford,INF,212,0.407,40.818,11.35,0.868,0.429,0.439,0.368,0.071,0.427,0.132,0.118,0.009
Ryan Newman,Fr,Texas St.,INF,189,0.407,36.39,10.119,0.88,0.392,0.488,0.321,0.167,0.338,0.122,0.101,0.037
Anthony Gonsolin,Sr,Saint Mary's (CA),OF,251,0.407,48.327,13.438,0.886,0.41,0.476,0.307,0.169,0.367,0.199,0.12,0.028
Reid Humphreys,Jr,Mississippi St.,INF,223,0.407,42.936,11.939,0.896,0.404,0.492,0.31,0.182,0.39,0.229,0.108,0.022
Brandon Soat,Sr,Purdue Fort Wayne,OF,283,0.407,54.489,15.152,0.88,0.396,0.484,0.325,0.159,0.369,0.141,0.092,0.018
Matt Reardon,So,FGCU,INF,256,0.407,49.29,13.706,0.878,0.414,0.464,0.36,0.104,0.402,0.105,0.086,0.0
Frank Maldonado,So,Pittsburgh,OF,215,0.407,41.396,11.511,0.858,0.409,0.449,0.33,0.119,0.38,0.121,0.065,0.005
Matthew Batten,Jr,Quinnipiac,INF,238,0.407,45.824,12.742,0.883,0.416,0.467,0.344,0.123,0.361,0.088,0.084,0.017
Chris Henze,Jr,Towson,C,218,0.407,41.974,11.672,0.84,0.431,0.409,0.278,0.131,0.324,0.147,0.161,0.014
Kyle Johnson,Sr,Purdue,OF,239,0.406,45.8,12.579,0.884,0.389,0.495,0.318,0.177,0.418,0.255,0.079,0.029
Ross Puskarich,So,San Francisco,INF,180,0.406,34.494,9.474,0.881,0.4,0.481,0.331,0.15,0.393,0.2,0.089,0.028
Dane Steinhagen,Sr,TCU,OF,270,0.406,51.741,14.211,0.891,0.389,0.502,0.313,0.189,0.366,0.189,0.089,0.03
Brendan Skidmore,Jr,Binghamton,INF,224,0.406,42.925,11.789,0.9,0.379,0.521,0.307,0.214,0.36,0.219,0.076,0.04
Dallas Carroll,Jr,Utah,INF,249,0.406,47.716,13.105,0.87,0.414,0.456,0.294,0.162,0.301,0.092,0.108,0.028
Nick Maguire,Sr,Columbia,INF,167,0.406,32.002,8.789,0.843,0.413,0.43,0.274,0.156,0.321,0.156,0.186,0.018
Louis Mele,Jr,New York Tech,INF,142,0.406,27.212,7.474,0.903,0.366,0.537,0.313,0.224,0.33,0.12,0.063,0.035
Jameson Hannah,Fr,DBU,OF,216,0.406,41.392,11.368,0.864,0.407,0.457,0.335,0.122,0.401,0.181,0.093,0.019
Nick Tierno,Jr,Delaware,INF,246,0.406,47.141,12.947,0.856,0.419,0.437,0.34,0.097,0.371,0.081,0.122,0.004
Bradley Jones,Jr,Col. of Charleston,INF,257,0.406,49.249,13.526,0.894,0.405,0.489,0.283,0.206,0.315,0.191,0.136,0.043
Michael Gigliotti,So,Lipscomb,OF,234,0.405,44.629,12.103,0.874,0.41,0.464,0.302,0.162,0.353,0.15,0.132,0.013
Tj Binder,Jr,Troy,C,181,0.405,34.521,9.362,0.856,0.414,0.442,0.312,0.13,0.372,0.171,0.099,0.017
Charles Sikes,Sr,Savannah St.,INF,209,0.405,39.861,10.81,0.869,0.411,0.458,0.305,0.153,0.354,0.163,0.105,0.014
Joel Roman,Sr,Fairleigh Dickinson,DH,178,0.405,33.949,9.207,0.89,0.41,0.48,0.26,0.22,0.274,0.163,0.219,0.034
Pete Papcun,So,Monmouth,INF,141,0.405,26.892,7.293,0.896,0.376,0.52,0.309,0.211,0.398,0.262,0.057,0.035
Aderly Perez,N/A,Ark.-Pine Bluff,INF,171,0.405,32.614,8.845,0.882,0.392,0.49,0.346,0.144,0.38,0.129,0.058,0.023
Mike Hart,Jr,Massachusetts,C,194,0.405,37.0,10.034,0.855,0.407,0.448,0.313,0.135,0.378,0.17,0.072,0.015
Andrew Yacyk,Jr,Liberty,INF,268,0.405,51.114,13.862,0.88,0.388,0.492,0.307,0.185,0.338,0.138,0.071,0.026
Kel Johnson,So,Georgia Tech,OF,270,0.405,51.496,13.966,0.899,0.367,0.532,0.319,0.213,0.405,0.263,0.07,0.041
Roger Hall,Jr,Norfolk St.,INF,226,0.405,43.104,11.69,0.837,0.42,0.417,0.316,0.101,0.369,0.133,0.128,0.0
Kyle Knauth,So,Nicholls St.,C,191,0.405,36.428,9.879,0.879,0.393,0.486,0.347,0.139,0.375,0.105,0.068,0.016
Greg Rodgers,Sr,Niagara,INF,100,0.405,19.072,5.172,0.81,0.45,0.36,0.267,0.093,0.345,0.21,0.15,0.01
Tanner Kirwer,So,Niagara,INF,178,0.405,33.949,9.207,0.862,0.404,0.458,0.327,0.131,0.39,0.163,0.084,0.011
Joshua Clark,Sr,Valparaiso,OF,269,0.405,51.305,13.914,0.88,0.416,0.464,0.338,0.126,0.367,0.119,0.082,0.015
Hunter Melton,Sr,Texas A&M,P,290,0.405,55.31,15.0,0.9,0.39,0.51,0.3,0.21,0.348,0.217,0.083,0.041
Connor Wong,So,Houston,INF,276,0.405,52.64,14.276,0.848,0.413,0.435,0.304,0.131,0.357,0.159,0.156,0.018
Ryder Miconi,Jr,William & Mary,INF,255,0.404,48.403,12.958,0.845,0.42,0.425,0.314,0.111,0.352,0.114,0.153,0.008
Hunter Williams,Jr,Tulane,INF,149,0.404,28.283,7.572,0.923,0.342,0.581,0.294,0.287,0.304,0.174,0.054,0.06
Devon Gradford,Jr,UC Santa Barbara,INF,151,0.404,28.662,7.673,0.865,0.411,0.454,0.331,0.123,0.404,0.166,0.086,0.007
Kort Peterson,Jr,UCLA,OF,248,0.404,47.075,12.603,0.829,0.427,0.402,0.271,0.131,0.342,0.194,0.145,0.012
Logan Boyher,Sr,Columbia,C,131,0.404,24.866,6.657,0.875,0.405,0.47,0.27,0.2,0.288,0.16,0.168,0.046
Brett Smith,Jr,Bucknell,OF,239,0.404,45.366,12.145,0.86,0.397,0.463,0.343,0.12,0.387,0.121,0.075,0.008
Shane Shepard,So,NC State,INF,111,0.404,21.07,5.641,0.857,0.396,0.461,0.258,0.203,0.362,0.27,0.18,0.018
Evan Mendoza,So,NC State,P,221,0.404,41.949,11.23,0.865,0.416,0.449,0.362,0.087,0.404,0.127,0.09,0.018
Gary Tesch,Sr,Penn,OF,148,0.404,28.093,7.521,0.869,0.419,0.45,0.357,0.093,0.454,0.209,0.054,0.014
Mason Fishback,So,New Mexico St.,C,165,0.404,31.32,8.385,0.869,0.412,0.457,0.329,0.128,0.353,0.115,0.085,0.024
Reece Lucero,Jr,Dixie St.,C,128,0.404,24.297,6.505,0.862,0.422,0.44,0.376,0.064,0.449,0.156,0.07,0.008
C.J. Newsome,Fr,Jackson St.,OF,248,0.403,46.849,12.377,0.872,0.403,0.469,0.351,0.118,0.42,0.157,0.077,0.004
James Dey,Sr,N.C. Central,C,196,0.403,37.026,9.782,0.862,0.403,0.459,0.329,0.13,0.354,0.112,0.077,0.026
Joe Drpich,So,Siena,INF,160,0.403,30.225,7.985,0.904,0.369,0.535,0.296,0.239,0.33,0.2,0.088,0.044
Peyton Burdick,Fr,Wright St.,OF,239,0.403,45.149,11.928,0.849,0.406,0.443,0.289,0.154,0.34,0.163,0.113,0.017
Matt O'Neill,Fr,Penn,C,126,0.403,23.803,6.289,0.88,0.389,0.491,0.302,0.189,0.368,0.222,0.119,0.032
Anthony Lopez,Sr,Campbell,INF,222,0.403,41.938,11.08,0.889,0.374,0.515,0.319,0.196,0.367,0.185,0.077,0.032
David Cronin,So,UIC,INF,258,0.403,48.739,12.877,0.87,0.415,0.455,0.36,0.095,0.395,0.105,0.078,0.012
Chris Singleton,So,Charleston So.,OF,221,0.403,41.749,11.03,0.873,0.407,0.466,0.332,0.134,0.375,0.158,0.086,0.018
Sheldon Stober,Sr,Seattle U,INF,261,0.403,49.305,13.026,0.897,0.387,0.51,0.351,0.159,0.359,0.08,0.05,0.023
Walter Vives,Jr,Alcorn,C,141,0.403,26.636,7.037,0.867,0.39,0.477,0.328,0.149,0.358,0.113,0.071,0.021
Bryson Brigman,So,San Diego,INF,218,0.403,41.182,10.88,0.851,0.427,0.424,0.372,0.052,0.406,0.087,0.073,0.0
Sam Roberson,Sr,Southeastern La.,C,133,0.403,25.125,6.638,0.847,0.414,0.433,0.288,0.145,0.358,0.173,0.12,0.008
Aj Ramirez,Sr,Southern California,INF,227,0.402,42.676,11.123,0.893,0.388,0.505,0.301,0.204,0.385,0.26,0.106,0.04
Kyle Baker,Fr,Delaware,OF,213,0.402,40.044,10.437,0.854,0.404,0.45,0.346,0.104,0.379,0.103,0.089,0.009
Max Bazin,Fr,Davidson,P,124,0.402,23.312,6.076,0.829,0.435,0.394,0.343,0.051,0.366,0.073,0.153,0.0
Tanner Pinkston,Sr,Cal St. Fullerton,INF,244,0.402,45.872,11.956,0.857,0.418,0.439,0.327,0.112,0.395,0.172,0.09,0.008
Dean Lockery,So,Central Conn. St.,INF,240,0.402,45.12,11.76,0.84,0.438,0.402,0.344,0.058,0.379,0.088,0.117,0.0
Ben Miller,Jr,Nebraska,DH,269,0.402,50.572,13.181,0.866,0.409,0.457,0.317,0.14,0.353,0.138,0.082,0.022
Chris Biocic,Jr,Alabama St.,C,225,0.402,42.3,11.025,0.816,0.431,0.385,0.313,0.072,0.368,0.138,0.124,0.004
Brandt Stallings,Fr,Georgia Tech,OF,161,0.401,30.122,7.743,0.895,0.36,0.535,0.299,0.236,0.367,0.255,0.087,0.043
Andrew Alvarez,Sr,Houston Baptist,INF,149,0.401,27.877,7.166,0.861,0.396,0.465,0.323,0.142,0.381,0.154,0.094,0.007
Cody Thomas,Jr,Oklahoma,OF,131,0.401,24.509,6.3,0.907,0.351,0.556,0.299,0.257,0.354,0.237,0.069,0.046
Kramer Robertson,Jr,LSU,INF,307,0.401,57.438,14.765,0.847,0.407,0.44,0.324,0.116,0.346,0.065,0.088,0.007
Tyler Weyenberg,Jr,Presbyterian,OF,263,0.401,49.206,12.649,0.865,0.399,0.466,0.358,0.108,0.396,0.106,0.072,0.004
Todd Czinege,Jr,Villanova,INF,237,0.401,44.341,11.398,0.861,0.401,0.46,0.307,0.153,0.371,0.207,0.114,0.025
Jordan Simpson,Sr,Furman,INF,184,0.401,34.425,8.849,0.855,0.402,0.453,0.311,0.142,0.338,0.125,0.109,0.027
Carson Crites,Jr,Southeastern La.,INF,246,0.401,46.025,11.831,0.872,0.386,0.486,0.298,0.188,0.333,0.167,0.114,0.033
Jake Meyers,So,Nebraska,P,262,0.401,49.019,12.601,0.855,0.397,0.458,0.326,0.132,0.355,0.092,0.076,0.008
Caleb Robinson,So,Western Caro.,INF,245,0.401,45.838,11.783,0.847,0.408,0.439,0.298,0.141,0.353,0.184,0.147,0.024
Logan Warmoth,So,North Carolina,INF,246,0.401,46.025,11.831,0.875,0.394,0.481,0.337,0.144,0.355,0.098,0.085,0.016
Ray Guerinni,Jr,West Virginia,C,207,0.401,38.729,9.956,0.873,0.391,0.482,0.289,0.193,0.365,0.232,0.101,0.029
Alex Destino,So,South Carolina,DH,255,0.401,47.709,12.264,0.882,0.373,0.509,0.321,0.188,0.361,0.176,0.075,0.039
Trey Kamachi,Jr,Dixie St.,OF,215,0.401,40.225,10.34,0.874,0.423,0.451,0.34,0.111,0.424,0.191,0.116,0.023
Jj Schwarz,So,Florida,C,307,0.4,57.159,14.486,0.853,0.397,0.456,0.29,0.166,0.335,0.176,0.147,0.023
Eric Filia,Sr,UCLA,OF,257,0.4,47.85,12.127,0.831,0.42,0.411,0.295,0.116,0.307,0.078,0.16,0.012
Jd Hearn,Jr,UC San Diego,INF,191,0.4,35.562,9.013,0.832,0.424,0.408,0.318,0.09,0.413,0.199,0.115,0.0
Clayton Dalrymple,Sr,Kansas St.,OF,269,0.4,50.084,12.693,0.834,0.413,0.421,0.325,0.096,0.367,0.115,0.108,0.004
Mark Cardinalli,Jr,UC Davis,OF,125,0.399,23.16,5.785,0.855,0.432,0.423,0.333,0.09,0.346,0.064,0.096,0.008
Kris Lindner,Jr,Army West Point,INF,203,0.399,37.612,9.395,0.818,0.424,0.394,0.315,0.079,0.402,0.187,0.103,0.005
Danny Casals,Fr,Maine,INF,239,0.399,44.282,11.061,0.852,0.397,0.455,0.31,0.145,0.381,0.184,0.113,0.013
Corey Julks,So,Houston,INF,227,0.399,42.058,10.505,0.844,0.405,0.439,0.332,0.107,0.385,0.15,0.11,0.013
Ryan Mcnally,Sr,Fordham,OF,246,0.399,45.579,11.385,0.876,0.374,0.502,0.266,0.236,0.281,0.167,0.102,0.045
Jesse Berardi,So,St. John's (NY),INF,222,0.399,41.132,10.274,0.859,0.396,0.463,0.303,0.16,0.323,0.113,0.113,0.023
Mike Escanilla,Sr,UMES,INF,200,0.399,37.056,9.256,0.845,0.41,0.435,0.316,0.119,0.367,0.135,0.095,0.005
Saige Jenco,Jr,Virginia Tech,OF,229,0.399,42.429,10.598,0.798,0.441,0.357,0.302,0.055,0.372,0.157,0.179,0.0
Jimmy Kerrigan,Sr,VCU,OF,259,0.399,47.987,11.986,0.843,0.405,0.438,0.318,0.12,0.332,0.081,0.069,0.015
Cody Scaggari,Sr,Utah,INF,225,0.398,41.484,10.209,0.875,0.373,0.502,0.33,0.172,0.332,0.053,0.058,0.022
Bryce Jordan,So,LSU,INF,236,0.398,43.512,10.708,0.829,0.419,0.41,0.293,0.117,0.316,0.119,0.085,0.021
Danny Hrbek,Jr,Radford,INF,245,0.398,45.171,11.116,0.854,0.396,0.458,0.329,0.129,0.346,0.065,0.069,0.008
Austen Wade,So,TCU,OF,279,0.398,51.44,12.659,0.796,0.437,0.359,0.286,0.073,0.343,0.147,0.204,0.004
Danny Bermudez,Sr,Western Caro.,C,283,0.398,52.177,12.84,0.835,0.41,0.425,0.296,0.129,0.341,0.163,0.124,0.021
Charlie Carpenter,So,USC Upstate,INF,217,0.398,40.009,9.846,0.842,0.396,0.446,0.301,0.145,0.359,0.175,0.134,0.018
Jeffrey Bohling,Jr,Gonzaga,OF,275,0.398,50.702,12.477,0.882,0.36,0.522,0.298,0.224,0.335,0.171,0.091,0.029
Ryan Aguilar,Sr,Arizona,OF,339,0.398,62.502,15.381,0.878,0.383,0.495,0.31,0.185,0.339,0.145,0.103,0.024
Adam Haseley,So,Virginia,OF,280,0.398,51.624,12.704,0.875,0.371,0.504,0.302,0.202,0.318,0.1,0.1,0.021
Danny Hoy,Sr,Princeton,INF,192,0.398,35.399,8.711,0.865,0.391,0.474,0.322,0.152,0.352,0.141,0.083,0.026
Logan Preston,Sr,Central Ark.,INF,240,0.398,44.249,10.889,0.832,0.421,0.411,0.3,0.111,0.355,0.167,0.167,0.012
David Martinelli,Jr,DBU,OF,233,0.398,42.959,10.572,0.882,0.382,0.5,0.302,0.198,0.324,0.137,0.099,0.026
Kevin Mohollen,Fr,Delaware,C,258,0.397,47.334,11.472,0.851,0.395,0.456,0.3,0.156,0.332,0.124,0.112,0.016
Brewer Hicklen,Fr,UAB,C,248,0.397,45.499,11.027,0.819,0.411,0.408,0.289,0.119,0.346,0.165,0.153,0.012
Zach Files,Jr,FIU,INF,227,0.397,41.646,10.093,0.853,0.392,0.461,0.277,0.184,0.354,0.247,0.145,0.031
Jansen Fraser,Sr,Richmond,OF,175,0.397,32.106,7.781,0.884,0.377,0.507,0.281,0.226,0.312,0.189,0.109,0.04
Kamren Dukes,So,Texas Southern,INF,191,0.397,35.042,8.493,0.827,0.414,0.413,0.303,0.11,0.368,0.183,0.141,0.021
Cam Gust,So,Dixie St.,INF,101,0.397,18.53,4.491,0.855,0.396,0.459,0.23,0.229,0.25,0.228,0.178,0.05
Alec Paradowski,Sr,Wofford,INF,282,0.397,51.737,12.539,0.811,0.418,0.393,0.248,0.145,0.277,0.124,0.181,0.014
Trenton Brooks,Jr,Nevada,P,275,0.397,50.453,12.228,0.847,0.396,0.451,0.277,0.174,0.29,0.095,0.145,0.015
Devin Foyle,Fr,Kansas,OF,234,0.397,42.931,10.405,0.844,0.393,0.451,0.29,0.161,0.358,0.184,0.094,0.013
Joey Ravert,Sr,La Salle,INF,225,0.397,41.28,10.005,0.842,0.404,0.438,0.265,0.173,0.331,0.227,0.142,0.027
Dorian Hairston,Sr,Kentucky,OF,120,0.396,21.907,5.227,0.858,0.383,0.475,0.287,0.188,0.343,0.225,0.092,0.042
Carter Grote,Jr,Furman,OF,231,0.396,42.171,10.062,0.866,0.394,0.472,0.318,0.154,0.322,0.082,0.091,0.026
Richard Cunningham,Fr,Baylor,OF,213,0.396,38.885,9.278,0.863,0.385,0.478,0.287,0.191,0.329,0.164,0.089,0.023
Rylan Bannon,So,Xavier,INF,250,0.396,45.639,10.889,0.857,0.384,0.473,0.273,0.2,0.302,0.156,0.136,0.032
Will Shepherd,Jr,Liberty,OF,277,0.396,50.568,12.065,0.881,0.379,0.502,0.328,0.174,0.352,0.134,0.09,0.029
Joel Davis,Jr,Texas A&M,INF,144,0.396,26.288,6.272,0.872,0.368,0.504,0.293,0.211,0.344,0.174,0.097,0.021
