name,Yr,school,position,PA,wOBA,wRC,wRAA,OPS,OBP,SLG,BA,ISO,BABIP,K%,BB%,HR%
Brock Weimer,Fr,SIUE,C,102,0.3,9.735,-4.443,0.594,0.333,0.261,0.216,0.045,0.333,0.304,0.078,0.0
Chaz Boyer,Sr,New Orleans,OF,220,0.3,20.997,-9.583,0.654,0.286,0.368,0.26,0.108,0.301,0.173,0.032,0.018
Kevin Guthrie,Sr,Brown,P,161,0.3,15.366,-7.013,0.634,0.292,0.342,0.233,0.109,0.262,0.137,0.062,0.012
Johnny Caputo,Sr,Stony Brook,INF,208,0.3,19.852,-9.06,0.655,0.288,0.367,0.239,0.128,0.266,0.183,0.062,0.024
Nolan Bumstead,So,CSUN,INF,218,0.3,20.807,-9.495,0.612,0.317,0.295,0.247,0.048,0.305,0.188,0.041,0.005
Joe  Jr. Freiday,So,Virginia Tech,C,101,0.3,9.64,-4.399,0.653,0.277,0.376,0.226,0.15,0.327,0.356,0.069,0.03
Ryan Bailey,Jr,Monmouth,C,148,0.3,14.126,-6.446,0.608,0.324,0.284,0.239,0.045,0.291,0.162,0.088,0.0
Doran Turchin,Fr,Illinois,OF,217,0.3,20.711,-9.452,0.644,0.295,0.349,0.231,0.118,0.304,0.267,0.083,0.018
Luke Parker,Jr,High Point,OF,101,0.3,9.64,-4.399,0.628,0.307,0.321,0.205,0.116,0.268,0.228,0.099,0.01
Kenny Hostrander,Sr,Eastern Ky.,INF,133,0.299,12.573,-5.914,0.611,0.308,0.303,0.202,0.101,0.278,0.263,0.12,0.015
Kyler Deese,Jr,Auburn,C,172,0.299,16.26,-7.648,0.581,0.331,0.25,0.221,0.029,0.24,0.087,0.14,0.0
Michael Cantu,So,Texas,C,143,0.299,13.519,-6.358,0.596,0.322,0.274,0.214,0.06,0.291,0.224,0.147,0.0
Eugene Freeman,So,Alabama A&M,OF,173,0.299,16.355,-7.692,0.626,0.295,0.331,0.219,0.112,0.305,0.26,0.098,0.006
Somto Egbuna,So,Savannah St.,INF,172,0.299,16.26,-7.648,0.576,0.337,0.239,0.225,0.014,0.282,0.163,0.128,0.0
Brett Binning,Jr,Cal Poly,INF,128,0.299,12.101,-5.691,0.593,0.328,0.265,0.225,0.04,0.28,0.172,0.133,0.0
Willie Burger,Fr,Penn St.,INF,160,0.299,15.126,-7.114,0.642,0.306,0.336,0.25,0.086,0.283,0.156,0.075,0.006
Gunnar Mcneill,Jr,Kentucky,INF,236,0.299,22.31,-10.494,0.641,0.288,0.353,0.249,0.104,0.284,0.174,0.047,0.021
Austin Anderson,So,UNLV,INF,164,0.299,15.504,-7.292,0.627,0.305,0.322,0.245,0.077,0.291,0.165,0.091,0.006
Glenn Jones,Jr,Dayton,OF,189,0.299,17.867,-8.404,0.639,0.296,0.343,0.254,0.089,0.294,0.132,0.053,0.005
Reece Weber,So,New Mexico,OF,111,0.299,10.493,-4.936,0.575,0.342,0.233,0.186,0.047,0.221,0.153,0.162,0.009
Duke Kinamon,Fr,Stanford,INF,119,0.299,11.25,-5.291,0.633,0.303,0.33,0.243,0.087,0.303,0.218,0.042,0.017
Michael Brdar,Jr,Michigan,INF,197,0.299,18.623,-8.76,0.634,0.31,0.324,0.249,0.075,0.298,0.162,0.071,0.005
Jared Oliva,So,Arizona,OF,249,0.299,23.539,-11.072,0.659,0.281,0.378,0.24,0.138,0.279,0.181,0.056,0.016
Jimmy Boras,Jr,Pacific,OF,102,0.299,9.643,-4.535,0.621,0.314,0.307,0.261,0.046,0.338,0.206,0.049,0.0
Brian Bauk,Jr,Appalachian St.,OF,198,0.299,18.718,-8.804,0.617,0.313,0.304,0.246,0.058,0.286,0.167,0.076,0.01
Grayson Atwood,Sr,Appalachian St.,INF,158,0.299,14.937,-7.025,0.642,0.278,0.364,0.2,0.164,0.25,0.285,0.082,0.032
Brett Mcmanus,Fr,Rhode Island,INF,133,0.299,12.573,-5.914,0.632,0.293,0.339,0.229,0.11,0.278,0.203,0.053,0.015
Chase Arnold,So,La Salle,INF,106,0.298,9.925,-4.809,0.624,0.302,0.322,0.178,0.144,0.275,0.358,0.142,0.019
Carmine Pagano,Fr,UNC Asheville,INF,189,0.298,17.696,-8.575,0.624,0.302,0.322,0.246,0.076,0.278,0.143,0.069,0.011
Turner Bishop,Jr,Old Dominion,OF,136,0.298,12.733,-6.171,0.652,0.272,0.38,0.24,0.14,0.303,0.272,0.037,0.029
Gian Martellini,Fr,Boston College,C,119,0.298,11.142,-5.399,0.621,0.294,0.327,0.224,0.103,0.282,0.235,0.059,0.017
R.J. Thompson,Jr,Cincinnati,OF,206,0.298,19.287,-9.347,0.603,0.32,0.283,0.233,0.05,0.263,0.117,0.087,0.005
Lt Tolbert,Fr,South Carolina,INF,220,0.298,20.598,-9.982,0.628,0.305,0.323,0.229,0.094,0.232,0.064,0.068,0.014
Trent Hammond,Jr,Illinois,INF,186,0.298,17.415,-8.439,0.628,0.301,0.327,0.241,0.086,0.314,0.231,0.07,0.011
Jalen Atterbury,Fr,Savannah St.,DH,151,0.298,14.138,-6.851,0.573,0.325,0.248,0.2,0.048,0.25,0.166,0.113,0.0
Ian Strom,Jr,UMass Lowell,OF,228,0.298,21.347,-10.345,0.612,0.307,0.305,0.23,0.075,0.277,0.184,0.083,0.009
Zach Spivey,So,FGCU,OF,160,0.298,14.98,-7.26,0.639,0.306,0.333,0.267,0.066,0.315,0.162,0.081,0.006
Robbie Knightes,Jr,St. John's (NY),INF,196,0.298,18.351,-8.893,0.64,0.291,0.349,0.274,0.075,0.315,0.133,0.026,0.0
Chase Calabuig,So,San Diego St.,OF,220,0.298,20.598,-9.982,0.601,0.318,0.283,0.222,0.061,0.262,0.145,0.118,0.005
Alex Muzzi,Jr,Long Beach St.,OF,169,0.297,15.67,-7.821,0.586,0.325,0.261,0.225,0.036,0.283,0.195,0.107,0.006
Ryan Hedrick,So,Presbyterian,INF,136,0.297,12.61,-6.294,0.657,0.265,0.392,0.238,0.154,0.281,0.221,0.037,0.029
Cody Doyle,So,Sacred Heart,C,125,0.297,11.59,-5.785,0.585,0.328,0.257,0.238,0.019,0.281,0.152,0.112,0.0
Andrew Brown,Jr,San Diego St.,INF,178,0.297,16.504,-8.238,0.63,0.315,0.315,0.253,0.062,0.268,0.084,0.056,0.006
Alex Goodwin,Jr,Western Mich.,C,145,0.297,13.444,-6.711,0.604,0.31,0.294,0.238,0.056,0.278,0.124,0.055,0.0
Jake Mckenzie,So,Texas,P,112,0.297,10.385,-5.183,0.589,0.321,0.268,0.237,0.031,0.284,0.152,0.08,0.0
Travis Cloney,Fr,Holy Cross,OF,148,0.297,13.723,-6.849,0.623,0.304,0.319,0.198,0.121,0.241,0.209,0.149,0.02
Matt Morales,Fr,Stetson,INF,223,0.297,20.677,-10.32,0.604,0.318,0.286,0.25,0.036,0.314,0.193,0.09,0.0
Brooks Zimmerman,Fr,Kansas St.,OF,101,0.297,9.365,-4.674,0.615,0.297,0.318,0.216,0.102,0.316,0.307,0.069,0.01
Franky Montesino,Fr,Southern U.,INF,115,0.297,10.663,-5.322,0.555,0.339,0.216,0.205,0.011,0.222,0.061,0.096,0.0
Stacy Heinatz,So,Tarleton St.,INF,117,0.297,10.848,-5.415,0.629,0.299,0.33,0.227,0.103,0.276,0.188,0.043,0.009
Marcus Wheeler,Jr,Kansas,INF,105,0.297,9.736,-4.859,0.604,0.314,0.29,0.247,0.043,0.303,0.162,0.086,0.0
Anthony Vagnier,Sr,Northern Ky.,OF,101,0.297,9.365,-4.674,0.598,0.307,0.291,0.209,0.082,0.333,0.317,0.089,0.0
John Kinne,Sr,Columbia,INF,163,0.296,14.966,-7.691,0.633,0.307,0.326,0.268,0.058,0.298,0.135,0.055,0.006
Ty Tice,So,Central Ark.,INF,149,0.296,13.68,-7.031,0.589,0.322,0.267,0.216,0.051,0.245,0.101,0.128,0.0
Aaron Knapp,Jr,California,OF,243,0.296,22.311,-11.466,0.632,0.292,0.34,0.251,0.089,0.289,0.128,0.049,0.0
Derrick Patrick,Fr,UIC,OF,134,0.296,12.303,-6.323,0.612,0.299,0.313,0.217,0.096,0.338,0.328,0.09,0.007
Cory Duran,Jr,UIW,OF,142,0.296,13.037,-6.701,0.574,0.324,0.25,0.198,0.052,0.278,0.261,0.148,0.007
Dane Toppel,Fr,Eastern Ill.,INF,168,0.296,15.425,-7.927,0.63,0.304,0.326,0.255,0.071,0.33,0.202,0.077,0.0
Shane Benes,So,Missouri,INF,196,0.296,17.995,-9.249,0.642,0.286,0.356,0.198,0.158,0.271,0.337,0.066,0.031
Kennard Mcdowell,Jr,UNCW,INF,239,0.296,21.943,-11.278,0.648,0.28,0.368,0.231,0.137,0.262,0.201,0.071,0.029
Ryan Lever,Fr,Massachusetts,INF,138,0.296,12.67,-6.512,0.615,0.304,0.311,0.235,0.076,0.278,0.159,0.094,0.007
Joe Houlihan,Sr,Central Mich.,INF,104,0.296,9.549,-4.907,0.504,0.346,0.158,0.118,0.04,0.2,0.337,0.231,0.01
John Brucker,Sr,Marist,INF,134,0.296,12.303,-6.323,0.635,0.291,0.344,0.273,0.071,0.306,0.127,0.03,0.007
Andrew Bechtold,So,Maryland,INF,199,0.296,18.271,-9.39,0.58,0.332,0.248,0.218,0.03,0.281,0.191,0.136,0.0
Michael Emodi,Fr,Creighton,C,106,0.295,9.636,-5.098,0.597,0.302,0.295,0.182,0.113,0.222,0.226,0.113,0.019
Nick Bartolone,Sr,Butler,OF,102,0.295,9.272,-4.906,0.571,0.324,0.247,0.212,0.035,0.281,0.216,0.147,0.0
Austin Cangelosi,Jr,Indiana,INF,214,0.295,19.454,-10.292,0.629,0.29,0.339,0.219,0.12,0.267,0.229,0.07,0.019
Evan Regez,Jr,Delaware St.,C,113,0.295,10.272,-5.435,0.611,0.319,0.292,0.271,0.021,0.325,0.15,0.088,0.0
Matt Poland,Jr,Dayton,C,139,0.295,12.636,-6.685,0.589,0.324,0.265,0.214,0.051,0.278,0.201,0.101,0.0
Brandon Hunley,Jr,Sacramento St.,INF,180,0.295,16.363,-8.657,0.637,0.278,0.359,0.234,0.125,0.281,0.206,0.044,0.017
Adam Whitacre,Fr,Radford,OF,105,0.295,9.545,-5.05,0.608,0.324,0.284,0.227,0.057,0.288,0.219,0.105,0.01
Hunter Tidwell,Fr,San Jose St.,OF,134,0.295,12.181,-6.445,0.609,0.306,0.303,0.254,0.049,0.341,0.254,0.022,0.007
Christoph Bono,Sr,UCLA,OF,221,0.295,20.09,-10.629,0.583,0.317,0.266,0.183,0.083,0.234,0.199,0.127,0.009
Conner Kiser,Fr,North Ala.,OF,138,0.295,12.545,-6.637,0.607,0.319,0.288,0.263,0.025,0.337,0.225,0.087,0.007
Casey Worden,Jr,UC Riverside,C,184,0.295,16.727,-8.849,0.606,0.304,0.302,0.235,0.067,0.303,0.228,0.038,0.011
Justin Monsour,Sr,Houston Baptist,INF,154,0.294,13.86,-7.546,0.609,0.299,0.31,0.217,0.093,0.237,0.097,0.104,0.0
Josh Rojas,Jr,Hawaii,INF,182,0.294,16.38,-8.918,0.597,0.313,0.284,0.239,0.045,0.278,0.126,0.11,0.0
Grayson Lewis,Sr,Rice,INF,259,0.294,23.31,-12.691,0.641,0.293,0.348,0.263,0.085,0.276,0.089,0.046,0.015
Cody Freund,So,Chicago St.,C,207,0.294,18.63,-10.143,0.605,0.309,0.296,0.259,0.037,0.308,0.159,0.072,0.005
Ben Prada,So,UMass Lowell,INF,180,0.294,16.2,-8.82,0.586,0.322,0.264,0.252,0.012,0.301,0.15,0.083,0.0
Walker Haymaker,Sr,VCU,C,141,0.294,12.69,-6.909,0.606,0.305,0.301,0.236,0.065,0.278,0.184,0.078,0.014
Brandon Morones,Sr,Houston Baptist,OF,107,0.294,9.63,-5.243,0.593,0.318,0.275,0.242,0.033,0.328,0.224,0.075,0.0
Jonathan Engelmann,Fr,Michigan,OF,117,0.294,10.53,-5.733,0.613,0.299,0.314,0.248,0.066,0.299,0.171,0.06,0.0
Andy Weber,Fr,Virginia,INF,106,0.294,9.54,-5.194,0.625,0.302,0.323,0.269,0.054,0.294,0.094,0.057,0.0
Matthew Alford,Jr,Northwestern St.,INF,220,0.294,19.8,-10.78,0.621,0.295,0.326,0.223,0.103,0.28,0.205,0.068,0.005
Kaleb Foster,Fr,Nevada,C,125,0.294,11.25,-6.125,0.588,0.304,0.284,0.186,0.098,0.241,0.2,0.072,0.0
Marquise Gill,Jr,Eastern Mich.,INF,262,0.294,23.58,-12.838,0.606,0.305,0.301,0.25,0.051,0.291,0.141,0.038,0.004
Brett Burner,Jr,A&M-Corpus Christi,INF,138,0.294,12.42,-6.762,0.615,0.319,0.296,0.272,0.024,0.296,0.072,0.065,0.0
Brian Tagoe,Fr,La Salle,OF,168,0.294,15.12,-8.232,0.603,0.31,0.293,0.229,0.064,0.309,0.25,0.077,0.012
Aaron Pleschner,Fr,San Jose St.,INF,183,0.294,16.47,-8.967,0.605,0.311,0.294,0.264,0.03,0.287,0.087,0.06,0.0
Braden Zarbnisky,Fr,West Virginia,P,114,0.294,10.26,-5.586,0.611,0.307,0.304,0.265,0.039,0.29,0.088,0.07,0.0
Zach Beckner,Jr,Kent St.,INF,110,0.293,9.8,-5.49,0.599,0.318,0.281,0.247,0.034,0.282,0.127,0.118,0.0
Dom Paiotti,So,LIU,INF,104,0.293,9.265,-5.191,0.57,0.337,0.233,0.222,0.011,0.303,0.24,0.115,0.0
Jacob Koos,Fr,Stetson,OF,139,0.293,12.384,-6.937,0.612,0.309,0.303,0.238,0.065,0.282,0.158,0.094,0.0
Jason Delay,Jr,Vanderbilt,C,171,0.293,15.235,-8.534,0.634,0.298,0.336,0.248,0.088,0.3,0.205,0.041,0.006
Shane Siebler,N/A,Fairleigh Dickinson,OF,138,0.293,12.295,-6.887,0.626,0.29,0.336,0.238,0.098,0.278,0.174,0.065,0.014
Aaron Draper,Jr,Abilene Christian,INF,198,0.293,17.64,-9.882,0.607,0.308,0.299,0.253,0.046,0.299,0.146,0.076,0.005
Brad Pluschkell,So,UC Davis,INF,188,0.293,16.749,-9.383,0.634,0.293,0.341,0.262,0.079,0.333,0.186,0.048,0.0
Spencer Henderson,Sr,UC Davis,P,106,0.293,9.444,-5.29,0.625,0.292,0.333,0.273,0.06,0.365,0.245,0.028,0.0
Connor Quinn,So,Harvard,OF,105,0.293,9.355,-5.24,0.634,0.276,0.358,0.221,0.137,0.257,0.219,0.057,0.029
C.J. Brazil,Jr,Ga. Southern,C,206,0.293,18.353,-10.281,0.629,0.296,0.333,0.232,0.101,0.265,0.165,0.044,0.019
Collin Theroux,Jr,Oklahoma St.,C,226,0.293,20.135,-11.279,0.593,0.301,0.292,0.163,0.129,0.295,0.42,0.159,0.027
Charlie Dillon,Jr,Georgetown,INF,141,0.293,12.562,-7.037,0.591,0.312,0.279,0.23,0.049,0.297,0.22,0.085,0.007
Tyler Stroup,So,Appalachian St.,OF,221,0.292,19.489,-11.23,0.636,0.271,0.365,0.227,0.138,0.265,0.199,0.059,0.023
Cedric Walker,Sr,Alcorn,P,160,0.292,14.109,-8.131,0.641,0.288,0.353,0.259,0.094,0.293,0.156,0.05,0.012
Albee Weiss,So,CSUN,C,225,0.292,19.841,-11.434,0.612,0.289,0.323,0.219,0.104,0.295,0.298,0.08,0.027
Ryan Mccranie,Sr,Savannah St.,C,125,0.292,11.023,-6.352,0.528,0.336,0.192,0.172,0.02,0.239,0.232,0.192,0.0
Dayne Wunderlich,Jr,Rice,OF,187,0.292,16.49,-9.503,0.609,0.294,0.315,0.216,0.099,0.265,0.225,0.086,0.021
Wyatt Castro,Sr,UC Irvine,OF,102,0.292,8.995,-5.183,0.612,0.294,0.318,0.227,0.091,0.339,0.294,0.059,0.0
Mason Cerrillo,Fr,Washington St.,OF,108,0.292,9.524,-5.488,0.608,0.296,0.312,0.24,0.072,0.314,0.241,0.065,0.009
Scott Tyler,Sr,Ball St.,OF,105,0.292,9.259,-5.336,0.594,0.295,0.299,0.172,0.127,0.2,0.238,0.143,0.029
Gaby Rosa,Jr,Rutgers,INF,206,0.292,18.166,-10.468,0.609,0.301,0.308,0.247,0.061,0.29,0.136,0.078,0.0
Ryan Maksim,Sr,Charleston So.,INF,195,0.292,17.196,-9.909,0.593,0.313,0.28,0.244,0.036,0.272,0.092,0.062,0.0
Gunner Pollman,Jr,Sacramento St.,C,208,0.292,18.342,-10.57,0.61,0.293,0.317,0.224,0.093,0.331,0.312,0.072,0.01
Keenen Herring,Jr,N.C. A&T,OF,133,0.292,11.728,-6.759,0.62,0.278,0.342,0.208,0.134,0.289,0.316,0.06,0.023
Brooks Balisterri,Jr,Central Ark.,INF,153,0.292,13.492,-7.775,0.6,0.314,0.286,0.263,0.023,0.333,0.19,0.065,0.0
Billy Fredrick,Jr,UC Santa Barbara,INF,163,0.291,14.226,-8.431,0.598,0.307,0.291,0.231,0.06,0.274,0.153,0.086,0.0
Eddy Gonzalez,Fr,UIW,INF,175,0.291,15.273,-9.052,0.624,0.286,0.338,0.256,0.082,0.277,0.069,0.051,0.0
Alec Olund,So,Purdue,OF,204,0.291,17.804,-10.552,0.601,0.314,0.287,0.254,0.033,0.295,0.132,0.069,0.0
Carson Waln,Jr,Wofford,C,131,0.291,11.433,-6.776,0.608,0.298,0.31,0.239,0.071,0.329,0.252,0.061,0.0
Peter Zyla,So,Duke,C,205,0.291,17.892,-10.603,0.623,0.293,0.33,0.25,0.08,0.269,0.098,0.029,0.005
Harry Shipley,So,Purdue,INF,202,0.291,17.63,-10.448,0.535,0.332,0.203,0.176,0.027,0.206,0.114,0.109,0.0
Anthony Herrera,Jr,La.-Monroe,INF,168,0.291,14.662,-8.69,0.613,0.298,0.315,0.238,0.077,0.242,0.065,0.077,0.012
Shane Matheny,So,Washington St.,INF,192,0.291,16.757,-9.931,0.611,0.297,0.314,0.226,0.088,0.285,0.193,0.109,0.005
Kevin Farley,Sr,Portland,INF,174,0.29,15.028,-9.158,0.6,0.299,0.301,0.219,0.082,0.279,0.207,0.075,0.006
Jack Picchiotti,Sr,Purdue,C,164,0.29,14.164,-8.632,0.607,0.305,0.302,0.248,0.054,0.301,0.159,0.037,0.0
Joseph Preziuso,Fr,Canisius,INF,119,0.29,10.278,-6.263,0.585,0.319,0.266,0.202,0.064,0.339,0.319,0.118,0.0
Dillon Paulson,Fr,Southern California,INF,118,0.29,10.191,-6.211,0.591,0.314,0.277,0.208,0.069,0.225,0.102,0.127,0.008
A.J. Gallo,Jr,Towson,OF,248,0.29,21.419,-13.053,0.602,0.306,0.296,0.252,0.044,0.309,0.19,0.06,0.004
Mark Giesler,Jr,Dayton,P,104,0.29,8.982,-5.474,0.605,0.279,0.326,0.185,0.141,0.215,0.231,0.048,0.029
Mitchell Webb,So,Georgia,INF,200,0.29,17.274,-10.526,0.599,0.3,0.299,0.192,0.107,0.242,0.235,0.125,0.015
Simon Whiteman,Fr,Yale,INF,197,0.29,17.015,-10.368,0.61,0.299,0.311,0.266,0.045,0.318,0.152,0.056,0.0
Julian Russell,Jr,Chicago St.,INF,214,0.29,18.483,-11.263,0.57,0.313,0.257,0.2,0.057,0.278,0.234,0.145,0.0
Ro Coleman,Jr,Vanderbilt,INF,188,0.289,16.067,-10.065,0.595,0.303,0.292,0.236,0.056,0.28,0.149,0.08,0.005
Nate Reeder,Fr,Evansville,OF,112,0.289,9.572,-5.996,0.604,0.277,0.327,0.198,0.129,0.253,0.223,0.071,0.009
Tre' Gantt,So,Ohio St.,OF,158,0.289,13.503,-8.459,0.611,0.297,0.314,0.255,0.059,0.302,0.146,0.07,0.0
Woody Wallace,Sr,Cincinnati,C,233,0.289,19.912,-12.475,0.629,0.288,0.341,0.221,0.12,0.255,0.206,0.064,0.026
Javeyan Williams,Fr,Southern U.,OF,127,0.289,10.854,-6.799,0.563,0.323,0.24,0.22,0.02,0.268,0.173,0.102,0.0
Matt Bolger,Jr,South Alabama,INF,119,0.289,10.17,-6.371,0.578,0.311,0.267,0.228,0.039,0.284,0.168,0.101,0.0
Drew Small,Jr,Butler,OF,213,0.289,18.203,-11.404,0.607,0.291,0.316,0.235,0.081,0.265,0.117,0.056,0.005
Kyle Edwards,Sr,Winthrop,INF,181,0.289,15.468,-9.691,0.588,0.309,0.279,0.207,0.072,0.239,0.166,0.122,0.011
Jake Brodt,So,Santa Clara,INF,165,0.289,14.101,-8.834,0.634,0.273,0.361,0.231,0.13,0.278,0.224,0.055,0.024
Jackson Kramer,Sr,Lafayette,INF,148,0.289,12.648,-7.924,0.62,0.284,0.336,0.227,0.109,0.265,0.169,0.068,0.014
Cody Bryant,Jr,George Washington,INF,106,0.288,8.963,-5.771,0.604,0.292,0.312,0.237,0.075,0.276,0.151,0.057,0.009
Hunter Kasuls,Fr,Louisiana,INF,149,0.288,12.598,-8.113,0.591,0.302,0.289,0.234,0.055,0.293,0.188,0.074,0.007
Tyler Howsley,Jr,UC San Diego,INF,194,0.288,16.403,-10.563,0.583,0.314,0.269,0.257,0.012,0.319,0.175,0.082,0.0
Tim Kelly,Jr,UMBC,P,116,0.288,9.808,-6.316,0.637,0.259,0.378,0.243,0.135,0.333,0.31,0.017,0.017
Jared Nixon,Fr,UAB,OF,152,0.288,12.852,-8.276,0.617,0.289,0.328,0.254,0.074,0.34,0.237,0.059,0.007
Cody Roberts,Fr,North Carolina,C,204,0.288,17.249,-11.107,0.614,0.299,0.315,0.256,0.059,0.3,0.147,0.074,0.005
Colby Higgerson,Fr,Radford,INF,237,0.288,20.039,-12.904,0.621,0.291,0.33,0.267,0.063,0.322,0.152,0.046,0.0
Mike Caputo,Jr,Seton Hall,INF,172,0.288,14.543,-9.365,0.607,0.297,0.31,0.258,0.052,0.283,0.116,0.052,0.006
Anthony Martelli,Jr,New York Tech,INF,117,0.288,9.893,-6.37,0.548,0.316,0.232,0.192,0.04,0.253,0.205,0.128,0.0
Trey Harris,So,Missouri,INF,215,0.288,18.179,-11.706,0.588,0.298,0.29,0.213,0.077,0.244,0.149,0.079,0.005
Cole Austin,Fr,West Virginia,INF,160,0.288,13.529,-8.711,0.628,0.269,0.359,0.221,0.138,0.231,0.144,0.05,0.025
Ian Nelson,Fr,Missouri,INF,197,0.288,16.657,-10.726,0.556,0.32,0.236,0.205,0.031,0.231,0.096,0.142,0.0
Jared Watson,Sr,Samford,OF,158,0.288,13.359,-8.603,0.584,0.31,0.274,0.26,0.014,0.317,0.171,0.057,0.0
Jon Mayer,Sr,Bucknell,C,175,0.287,14.638,-9.687,0.563,0.303,0.26,0.187,0.073,0.224,0.183,0.114,0.011
Will Robertson,Jr,Davidson,OF,107,0.287,8.95,-5.923,0.622,0.262,0.36,0.21,0.15,0.228,0.168,0.037,0.028
Richie Barrella,Fr,Manhattan,INF,192,0.287,16.06,-10.628,0.581,0.307,0.274,0.251,0.023,0.293,0.135,0.052,0.0
Jordan Bowersox,Fr,Penn St.,OF,147,0.287,12.296,-8.137,0.581,0.306,0.275,0.244,0.031,0.296,0.163,0.068,0.0
Mason Pierzchalski,So,North Dakota St.,INF,206,0.287,17.231,-11.403,0.597,0.301,0.296,0.251,0.045,0.285,0.107,0.068,0.0
Jerimiah Figueroa,Jr,Ark.-Pine Bluff,OF,141,0.287,11.794,-7.805,0.602,0.291,0.311,0.23,0.081,0.262,0.149,0.078,0.007
Ben Vey,So,Buffalo,INF,105,0.287,8.783,-5.812,0.553,0.314,0.239,0.193,0.046,0.291,0.305,0.143,0.01
Ryan Fitzgerald,Sr,Creighton,INF,238,0.287,19.908,-13.174,0.611,0.29,0.321,0.23,0.091,0.261,0.143,0.063,0.004
Weston Pitts,Sr,UIW,C,123,0.287,10.288,-6.809,0.567,0.317,0.25,0.241,0.009,0.274,0.114,0.089,0.0
Tyler Stieb,Sr,Cal St. Fullerton,OF,149,0.287,12.463,-8.248,0.585,0.302,0.283,0.228,0.055,0.274,0.141,0.087,0.0
Chris Hudgins,So,Cal St. Fullerton,C,133,0.287,11.125,-7.362,0.634,0.278,0.356,0.22,0.136,0.261,0.218,0.06,0.023
Dalton Bollinger,So,Toledo,C,224,0.287,18.737,-12.399,0.606,0.29,0.316,0.264,0.052,0.308,0.143,0.027,0.0
A.J. Montoya,So,Toledo,C,212,0.287,17.733,-11.735,0.632,0.264,0.368,0.2,0.168,0.256,0.302,0.085,0.033
Michael Farris,Jr,UC Riverside,INF,200,0.286,16.548,-11.252,0.587,0.3,0.287,0.236,0.051,0.32,0.245,0.095,0.005
Victor Garcia Jr.,Jr,UTRGV,INF,155,0.286,12.824,-8.721,0.59,0.323,0.267,0.206,0.061,0.232,0.135,0.11,0.006
Riley Mccown,Jr,UAB,OF,199,0.286,16.465,-11.196,0.569,0.307,0.262,0.214,0.048,0.243,0.126,0.085,0.005
Steve Sada,Jr,Miami (OH),INF,249,0.286,20.602,-14.009,0.589,0.293,0.296,0.221,0.075,0.254,0.124,0.096,0.0
Trey Martin,Fr,Army West Point,INF,146,0.286,12.08,-8.214,0.561,0.315,0.246,0.23,0.016,0.326,0.253,0.096,0.0
Derek Gallello,Sr,Charlotte,INF,239,0.286,19.775,-13.446,0.594,0.289,0.305,0.219,0.086,0.226,0.079,0.079,0.013
Daniel Robinson,Fr,Central Mich.,OF,238,0.286,19.692,-13.39,0.57,0.315,0.255,0.226,0.029,0.253,0.101,0.092,0.0
Austin Hoffman,Sr,UIW,INF,217,0.286,17.954,-12.209,0.6,0.29,0.31,0.255,0.055,0.307,0.184,0.051,0.005
Caleb Kerbs,So,Maine,INF,145,0.286,11.997,-8.158,0.586,0.297,0.289,0.227,0.062,0.264,0.152,0.062,0.007
Ben Dickey,Fr,Northwestern,OF,155,0.286,12.824,-8.721,0.575,0.31,0.265,0.243,0.022,0.289,0.142,0.058,0.0
Josh Ethier,Jr,Kansas St.,INF,140,0.286,11.583,-7.877,0.57,0.3,0.27,0.191,0.079,0.25,0.2,0.129,0.0
Bronson Grubbs,So,Sacramento St.,OF,210,0.286,17.375,-11.815,0.59,0.305,0.285,0.263,0.022,0.301,0.114,0.057,0.0
Kevin Mcgowan,Fr,La Salle,INF,209,0.286,17.292,-11.759,0.582,0.297,0.285,0.226,0.059,0.271,0.153,0.096,0.0
John Pope,So,Southern U.,INF,104,0.285,8.51,-5.946,0.602,0.279,0.323,0.215,0.108,0.29,0.298,0.077,0.019
Hunter Stratton,So,San Diego St.,C,116,0.285,9.492,-6.632,0.579,0.293,0.286,0.229,0.057,0.267,0.138,0.043,0.0
Jack Klein,Jr,Stanford,OF,186,0.285,15.221,-10.633,0.618,0.28,0.338,0.199,0.139,0.198,0.124,0.113,0.027
Kyle Crabtree,Sr,North Ala.,INF,178,0.285,14.566,-10.176,0.58,0.309,0.271,0.236,0.035,0.327,0.23,0.09,0.0
David Parrett,Sr,Coastal Carolina,C,122,0.285,9.983,-6.975,0.578,0.311,0.267,0.151,0.116,0.196,0.262,0.131,0.016
Jake Bartlett,Jr,Delaware St.,C,123,0.285,10.065,-7.032,0.515,0.317,0.198,0.135,0.063,0.2,0.26,0.146,0.0
Trent Bowles,So,UTSA,OF,141,0.285,11.538,-8.061,0.59,0.284,0.306,0.19,0.116,0.231,0.213,0.113,0.014
Tyler Schultz,Sr,Tennessee,C,137,0.285,11.211,-7.832,0.574,0.307,0.267,0.233,0.034,0.3,0.212,0.058,0.0
Ben Calvano,Jr,Campbell,OF,221,0.285,18.085,-12.634,0.554,0.312,0.242,0.203,0.039,0.261,0.204,0.113,0.005
Kody Brown,So,Bowling Green,P,217,0.285,17.757,-12.406,0.538,0.323,0.215,0.198,0.017,0.243,0.157,0.143,0.0
Nick Warren,So,Fresno St.,C,154,0.285,12.602,-8.804,0.564,0.312,0.252,0.229,0.023,0.275,0.149,0.091,0.0
