name,Yr,school,position,PA,wOBA,wRC,wRAA,OPS,OBP,SLG,BA,ISO,BABIP,K%,BB%,HR%
Ryan Rotondo,So,UMES,INF,208,0.309,21.744,-8.0,0.657,0.322,0.335,0.299,0.036,0.306,0.053,0.038,0.005
Mac Wilson,Jr,North Florida,INF,130,0.309,13.59,-5.0,0.656,0.323,0.333,0.27,0.063,0.319,0.131,0.077,0.0
Paul Estrada,So,Utah Valley,INF,161,0.309,16.831,-6.192,0.629,0.329,0.3,0.214,0.086,0.29,0.242,0.13,0.006
Daniel Rosica,So,UCLA,C,124,0.309,12.963,-4.769,0.664,0.331,0.333,0.271,0.062,0.301,0.105,0.081,0.008
Edgar Michelangeli,Sr,Miami (FL),INF,206,0.309,21.535,-7.923,0.64,0.33,0.31,0.208,0.102,0.27,0.262,0.141,0.024
Zach Hostetter,Sr,Mount St. Mary's,OF,148,0.309,15.472,-5.692,0.649,0.311,0.338,0.223,0.115,0.25,0.176,0.088,0.027
Dustin Duhon,So,McNeese,C,210,0.308,21.761,-8.269,0.671,0.31,0.361,0.268,0.093,0.315,0.181,0.062,0.014
Josh Nashed,Jr,San Jose St.,INF,111,0.308,11.502,-4.371,0.645,0.315,0.33,0.262,0.068,0.299,0.135,0.063,0.009
Devon Garcia,So,Ohio,INF,120,0.308,12.435,-4.725,0.638,0.333,0.305,0.253,0.052,0.338,0.208,0.075,0.0
Jimmy Galusky,So,West Virginia,INF,234,0.308,24.248,-9.214,0.662,0.312,0.35,0.244,0.106,0.321,0.239,0.094,0.017
Beau Hall,Sr,Georgetown,OF,196,0.308,20.31,-7.718,0.652,0.311,0.341,0.234,0.107,0.298,0.23,0.087,0.015
Tyler Cowles,Jr,Ohio St.,OF,129,0.308,13.367,-5.08,0.632,0.318,0.314,0.19,0.124,0.227,0.225,0.14,0.023
Caleb Ward,So,Richmond,P,117,0.308,12.124,-4.607,0.625,0.325,0.3,0.23,0.07,0.315,0.239,0.103,0.0
Antonio Ralat,So,UAB,INF,210,0.308,21.761,-8.269,0.667,0.31,0.357,0.265,0.092,0.309,0.167,0.052,0.014
Pat Meehan,So,Dayton,INF,212,0.308,21.968,-8.348,0.626,0.335,0.291,0.233,0.058,0.268,0.146,0.127,0.009
Adrian Chinnery,Sr,Navy,C,200,0.308,20.725,-7.875,0.66,0.315,0.345,0.271,0.074,0.29,0.09,0.045,0.005
Zach Gilles,Fr,Central Mich.,OF,207,0.308,21.45,-8.151,0.613,0.343,0.27,0.233,0.037,0.281,0.14,0.126,0.0
Adam Wyse,Sr,Campbell,INF,221,0.308,22.901,-8.702,0.611,0.344,0.267,0.239,0.028,0.27,0.109,0.118,0.0
Alfredo Rodriguez,Fr,California Baptist,INF,107,0.308,11.088,-4.213,0.629,0.327,0.302,0.221,0.081,0.257,0.14,0.075,0.009
Lucien Della Fera,Sr,Maine,OF,159,0.308,16.476,-6.261,0.635,0.34,0.295,0.271,0.024,0.312,0.107,0.107,0.0
Garrett Christman,Jr,Butler,INF,191,0.308,19.792,-7.521,0.634,0.33,0.304,0.262,0.042,0.331,0.199,0.084,0.005
Evan Bourn,Jr,Ohio,OF,147,0.307,15.098,-5.923,0.639,0.327,0.312,0.224,0.088,0.286,0.231,0.116,0.014
Bryant Miranda,Sr,Coppin St.,INF,158,0.307,16.228,-6.366,0.621,0.335,0.286,0.248,0.038,0.32,0.209,0.101,0.0
Stephen Thibault,Fr,Sacred Heart,INF,135,0.307,13.865,-5.44,0.643,0.319,0.324,0.234,0.09,0.295,0.185,0.111,0.0
Nick Riotto,Sr,Penn St.,OF,203,0.307,20.85,-8.179,0.634,0.32,0.314,0.234,0.08,0.269,0.148,0.099,0.01
Anthony Capozziello,Jr,Sacred Heart,OF,246,0.307,25.266,-9.912,0.637,0.321,0.316,0.251,0.065,0.329,0.232,0.093,0.0
Bennett Hostetler,Fr,North Dakota St.,INF,221,0.307,22.698,-8.905,0.664,0.317,0.347,0.279,0.068,0.336,0.181,0.059,0.009
Stephen Dobbs,Jr,UAB,C,154,0.307,15.817,-6.205,0.619,0.325,0.294,0.235,0.059,0.288,0.162,0.091,0.0
Dawnoven Smith,So,N.C. A&T,OF,146,0.307,14.995,-5.883,0.639,0.322,0.317,0.254,0.063,0.333,0.226,0.062,0.0
Nate Soria,Jr,Xavier,C,240,0.307,24.65,-9.67,0.652,0.304,0.348,0.211,0.137,0.243,0.208,0.083,0.029
Andrew Smith,So,LIU,INF,165,0.307,16.947,-6.648,0.651,0.309,0.342,0.262,0.08,0.32,0.176,0.061,0.0
Will Farmer,Sr,Southern Ill.,INF,240,0.307,24.65,-9.67,0.656,0.304,0.352,0.241,0.111,0.253,0.112,0.075,0.021
Josten Heron,So,Bethune-Cookman,OF,213,0.307,21.877,-8.582,0.637,0.315,0.322,0.215,0.107,0.273,0.216,0.113,0.009
Walter Vives,Sr,Alcorn,INF,196,0.306,19.951,-8.077,0.644,0.311,0.333,0.268,0.065,0.325,0.163,0.046,0.0
Kirk Sidwell,So,Stetson,OF,139,0.306,14.149,-5.728,0.65,0.309,0.341,0.273,0.068,0.385,0.288,0.05,0.007
Kyler Murphy,So,Seattle U,C,129,0.306,13.131,-5.316,0.631,0.326,0.305,0.229,0.076,0.301,0.233,0.109,0.016
Carlton Peppers,Jr,Alabama A&M,OF,233,0.306,23.717,-9.602,0.645,0.313,0.332,0.249,0.083,0.298,0.176,0.077,0.013
Shane Willoughby,Sr,Youngstown St.,INF,198,0.306,20.155,-8.159,0.655,0.303,0.352,0.239,0.113,0.294,0.242,0.066,0.025
C.J. Brazil,Sr,Ga. Southern,C,178,0.306,18.119,-7.335,0.63,0.337,0.293,0.28,0.013,0.326,0.135,0.062,0.0
Johnny Delacruz,Jr,La.-Monroe,INF,176,0.306,17.915,-7.253,0.639,0.312,0.327,0.235,0.092,0.265,0.119,0.097,0.006
Tyler Finkler,Sr,Ohio,INF,256,0.306,26.059,-10.549,0.652,0.312,0.34,0.236,0.104,0.28,0.191,0.086,0.02
Camden Williamson,So,N.C. A&T,DH,109,0.306,11.095,-4.492,0.654,0.303,0.351,0.237,0.114,0.276,0.174,0.083,0.018
Aaron Phillips,Jr,St. Bonaventure,P,212,0.306,21.58,-8.736,0.641,0.311,0.33,0.251,0.079,0.274,0.09,0.071,0.0
Tom Archer,So,Hofstra,INF,149,0.306,15.167,-6.14,0.662,0.309,0.353,0.271,0.082,0.294,0.094,0.067,0.007
Darius Sewell,So,Georgia St.,INF,197,0.306,20.053,-8.118,0.626,0.315,0.311,0.204,0.107,0.254,0.213,0.127,0.015
John Privitera,Fr,Missouri St.,INF,103,0.306,10.484,-4.245,0.597,0.35,0.247,0.235,0.012,0.317,0.214,0.155,0.0
Drake Lubin,So,Eastern Mich.,OF,130,0.306,13.233,-5.357,0.625,0.338,0.287,0.269,0.018,0.333,0.177,0.108,0.0
Andrew Rosa,Jr,Oklahoma St.,INF,153,0.306,15.574,-6.305,0.647,0.301,0.346,0.211,0.135,0.25,0.196,0.072,0.02
Chris Tschida,Sr,Western Ill.,INF,204,0.306,20.765,-8.407,0.645,0.314,0.331,0.247,0.084,0.29,0.172,0.069,0.01
Elijah Macnamee,So,Mississippi St.,OF,200,0.306,20.358,-8.242,0.654,0.31,0.344,0.267,0.077,0.354,0.255,0.055,0.01
Matt Valdez,Sr,Northwestern St.,OF,115,0.305,11.601,-4.844,0.584,0.339,0.245,0.202,0.043,0.339,0.33,0.113,0.0
Reece Hampton,So,Charlotte,OF,260,0.305,26.228,-10.952,0.641,0.323,0.318,0.264,0.054,0.301,0.131,0.092,0.0
Cameron Dobbs,Fr,Oklahoma St.,INF,164,0.305,16.544,-6.908,0.608,0.335,0.273,0.22,0.053,0.292,0.22,0.14,0.006
Adley Rutschman,Fr,Oregon St.,C,246,0.305,24.815,-10.363,0.631,0.325,0.306,0.234,0.072,0.27,0.159,0.11,0.008
Madison Stokes,Jr,South Carolina,INF,190,0.305,19.166,-8.004,0.644,0.305,0.339,0.224,0.115,0.281,0.216,0.079,0.016
Brian Deaver,Sr,A&M-Corpus Christi,OF,110,0.305,11.096,-4.634,0.629,0.327,0.302,0.26,0.042,0.294,0.109,0.1,0.0
Branden Fryman,Fr,Samford,INF,279,0.305,28.144,-11.753,0.648,0.323,0.325,0.289,0.036,0.351,0.165,0.068,0.0
Willy Homza,So,Brown,INF,149,0.305,15.03,-6.277,0.626,0.315,0.311,0.205,0.106,0.264,0.201,0.141,0.007
Kevin Gonzalez,Fr,Mississippi Val.,OF,154,0.305,15.535,-6.487,0.626,0.318,0.308,0.215,0.093,0.28,0.234,0.13,0.013
Hank Loforte,So,Cal St. Fullerton,INF,173,0.305,17.451,-7.288,0.637,0.312,0.325,0.247,0.078,0.295,0.156,0.092,0.0
Mitchell Boe,So,Iowa,INF,227,0.305,22.899,-9.562,0.632,0.317,0.315,0.244,0.071,0.281,0.123,0.101,0.0
Jake Matheny,Fr,Indiana,C,109,0.305,10.995,-4.592,0.639,0.312,0.327,0.245,0.082,0.324,0.266,0.055,0.018
Shawn Blake,So,Elon,INF,133,0.305,13.416,-5.603,0.69,0.271,0.419,0.205,0.214,0.246,0.316,0.083,0.053
Justin Barna,Sr,Alcorn,OF,176,0.305,17.754,-7.414,0.645,0.307,0.338,0.25,0.088,0.328,0.244,0.068,0.011
Patrick Mcmahon,Sr,Alcorn,OF,143,0.305,14.425,-6.024,0.668,0.287,0.381,0.214,0.167,0.247,0.245,0.084,0.035
Clark Brinkman,So,Creighton,OF,217,0.305,21.89,-9.141,0.664,0.3,0.364,0.241,0.123,0.296,0.194,0.069,0.014
Tyler Gnesda,Sr,UConn,INF,198,0.305,19.973,-8.341,0.62,0.333,0.287,0.234,0.053,0.26,0.126,0.111,0.01
Jordan Greene,So,Clemson,INF,225,0.305,22.697,-9.478,0.632,0.324,0.308,0.263,0.045,0.323,0.169,0.093,0.0
Steven Mclean,Jr,Baylor,INF,167,0.305,16.846,-7.035,0.631,0.323,0.308,0.26,0.048,0.302,0.126,0.084,0.0
Nico Popa,Fr,Pittsburgh,INF,186,0.305,18.763,-7.835,0.627,0.323,0.304,0.241,0.063,0.33,0.231,0.118,0.0
Travis Upp,Fr,Purdue Fort Wayne,INF,129,0.304,12.895,-5.552,0.641,0.302,0.339,0.237,0.102,0.271,0.155,0.054,0.016
Tyler Bruno,Sr,Iona,INF,182,0.304,18.193,-7.833,0.582,0.346,0.236,0.223,0.013,0.264,0.132,0.132,0.0
Alex Dickerson,Sr,Army West Point,INF,212,0.304,21.191,-9.125,0.663,0.292,0.371,0.253,0.118,0.341,0.292,0.047,0.019
Nick Jones,Fr,Eastern Mich.,INF,214,0.304,21.391,-9.211,0.639,0.322,0.317,0.274,0.043,0.329,0.164,0.047,0.0
Seth Hoagland,Jr,Iona,OF,151,0.304,15.094,-6.499,0.638,0.318,0.32,0.25,0.07,0.313,0.205,0.093,0.007
Cam O'Neill,Jr,Holy Cross,INF,215,0.304,21.491,-9.254,0.671,0.284,0.387,0.22,0.167,0.236,0.209,0.074,0.042
Josh Ellis,Sr,Harvard,C,114,0.304,11.395,-4.907,0.666,0.298,0.368,0.274,0.094,0.286,0.105,0.018,0.026
Kevin Wade,Sr,Portland,INF,187,0.304,18.692,-8.049,0.658,0.305,0.353,0.241,0.112,0.289,0.219,0.08,0.021
Jalyn Baker,Jr,Prairie View,INF,147,0.304,14.694,-6.327,0.625,0.32,0.305,0.244,0.061,0.283,0.156,0.088,0.014
Jordan Poore,Fr,Fla. Atlantic,P,114,0.304,11.395,-4.907,0.646,0.316,0.33,0.27,0.06,0.338,0.175,0.044,0.0
Terence Connelly,Sr,UNCW,INF,166,0.304,16.593,-7.145,0.6,0.331,0.269,0.179,0.09,0.207,0.139,0.133,0.006
Chris Hudgins,Jr,Cal St. Fullerton,C,189,0.304,18.892,-8.135,0.684,0.286,0.398,0.24,0.158,0.298,0.243,0.053,0.026
Evan Mcdonald,Sr,Ga. Southern,INF,209,0.303,20.7,-9.187,0.629,0.33,0.299,0.257,0.042,0.347,0.215,0.11,0.005
Kenton Crews,Fr,Evansville,OF,229,0.303,22.681,-10.066,0.673,0.284,0.389,0.256,0.133,0.325,0.249,0.044,0.022
A.J. Makarewicz,Jr,Alcorn,INF,103,0.303,10.202,-4.527,0.568,0.35,0.218,0.192,0.026,0.231,0.136,0.184,0.0
Trevor Howell,So,Utah Valley,INF,244,0.303,24.167,-10.725,0.642,0.316,0.326,0.27,0.056,0.303,0.119,0.066,0.004
Thomas Luevano,Jr,Creighton,INF,215,0.303,21.294,-9.451,0.664,0.298,0.366,0.247,0.119,0.292,0.195,0.047,0.019
Matt Hansen,Jr,Toledo,INF,269,0.303,26.643,-11.824,0.675,0.294,0.381,0.234,0.147,0.257,0.16,0.074,0.022
Johan Mojica,Sr,Grambling,C,211,0.303,20.898,-9.275,0.611,0.322,0.289,0.208,0.081,0.266,0.209,0.104,0.009
Carlos Texidor,Jr,Miami (OH),OF,166,0.303,16.441,-7.297,0.616,0.325,0.291,0.231,0.06,0.313,0.217,0.09,0.0
Riley Mcknight,So,Sam Houston St.,INF,209,0.303,20.7,-9.187,0.638,0.321,0.317,0.238,0.079,0.309,0.191,0.1,0.005
Matthew Mulkey,So,Winthrop,OF,213,0.303,21.096,-9.363,0.662,0.296,0.366,0.247,0.119,0.312,0.216,0.066,0.014
Mason Fox,So,Gardner-Webb,OF,188,0.303,18.62,-8.264,0.66,0.293,0.367,0.235,0.132,0.306,0.277,0.069,0.027
Matt Roth,So,Radford,INF,248,0.303,24.563,-10.901,0.635,0.319,0.316,0.253,0.063,0.313,0.185,0.073,0.004
Jordan Miller,Sr,USC Upstate,C,134,0.303,13.272,-5.89,0.628,0.313,0.315,0.207,0.108,0.282,0.284,0.104,0.022
Kyle London,Sr,Washington,OF,132,0.303,13.074,-5.802,0.603,0.341,0.262,0.243,0.019,0.316,0.189,0.098,0.0
Brandon Harvell,Sr,Longwood,INF,226,0.303,22.384,-9.934,0.644,0.314,0.33,0.258,0.072,0.314,0.186,0.08,0.009
Caleb Hicks,Jr,Murray St.,INF,173,0.302,16.976,-7.763,0.651,0.295,0.356,0.256,0.1,0.351,0.272,0.046,0.012
Connor Basler,Fr,Southeast Mo. St.,INF,224,0.302,21.981,-10.051,0.609,0.33,0.279,0.235,0.044,0.305,0.196,0.107,0.0
Josh Bobo,Sr,Jacksonville St.,INF,197,0.302,19.331,-8.84,0.649,0.299,0.35,0.249,0.101,0.303,0.213,0.066,0.02
Jack Kalina,So,Omaha,INF,135,0.302,13.247,-6.058,0.626,0.304,0.322,0.2,0.122,0.272,0.244,0.126,0.007
Robert Fiato,Sr,New York Tech,C,101,0.302,9.911,-4.532,0.63,0.297,0.333,0.184,0.149,0.207,0.248,0.089,0.04
Oliver Dunn,Fr,Utah,INF,225,0.302,22.079,-10.096,0.615,0.324,0.291,0.25,0.041,0.316,0.182,0.084,0.0
Timothy Ravare,Sr,N.C. A&T,INF,179,0.302,17.565,-8.032,0.619,0.324,0.295,0.256,0.039,0.288,0.095,0.084,0.0
Justin Morris,Jr,Maryland,C,103,0.302,10.107,-4.622,0.68,0.291,0.389,0.211,0.178,0.246,0.272,0.097,0.049
Reynaldo Pastrana,So,Marshall,C,180,0.302,17.663,-8.077,0.651,0.289,0.362,0.221,0.141,0.256,0.228,0.083,0.033
Sean Scales,Jr,Iona,INF,190,0.302,18.644,-8.526,0.616,0.326,0.29,0.26,0.03,0.324,0.184,0.084,0.0
Deion Thompson,So,Western Ill.,INF,195,0.302,19.135,-8.75,0.62,0.313,0.307,0.209,0.098,0.296,0.287,0.097,0.01
William Hancock,So,Central Ark.,C,217,0.302,21.294,-9.737,0.635,0.309,0.326,0.242,0.084,0.291,0.189,0.069,0.009
Max Bazin,So,Davidson,P,241,0.302,23.649,-10.814,0.595,0.336,0.259,0.223,0.036,0.291,0.203,0.145,0.004
Brian Lau,Sr,Saint Joseph's,C,131,0.302,12.855,-5.878,0.655,0.282,0.373,0.212,0.161,0.26,0.275,0.053,0.038
Brian Dempsey,Fr,Boston College,INF,167,0.302,16.387,-7.494,0.616,0.341,0.275,0.261,0.014,0.314,0.144,0.084,0.0
Michael Breen,Sr,San Jose St.,INF,145,0.302,14.229,-6.506,0.603,0.324,0.279,0.213,0.066,0.234,0.097,0.11,0.007
Tyrone Thomas,Fr,Prairie View,INF,147,0.302,14.425,-6.596,0.617,0.327,0.29,0.26,0.03,0.304,0.129,0.082,0.0
Brandon Fite,So,Winthrop,INF,245,0.302,24.041,-10.994,0.639,0.31,0.329,0.25,0.079,0.298,0.184,0.073,0.016
Jake Wodtke,Sr,Kansas St.,INF,184,0.301,17.887,-8.425,0.623,0.326,0.297,0.266,0.031,0.309,0.136,0.087,0.0
Deacon Liput,So,Florida,INF,293,0.301,28.483,-13.416,0.631,0.317,0.314,0.227,0.087,0.293,0.229,0.109,0.01
Mack Hathcock,Jr,Troy,OF,112,0.301,10.888,-5.128,0.564,0.339,0.225,0.18,0.045,0.258,0.25,0.143,0.0
Troy Cahill,Jr,Nicholls St.,INF,110,0.301,10.693,-5.037,0.647,0.3,0.347,0.232,0.115,0.271,0.209,0.091,0.027
Tyler Johnson,Sr,California Baptist,OF,144,0.301,13.999,-6.593,0.634,0.306,0.328,0.261,0.067,0.281,0.083,0.056,0.007
Parker Smejkal,So,Omaha,INF,157,0.301,15.262,-7.189,0.631,0.312,0.319,0.237,0.082,0.297,0.21,0.089,0.013
Jake Hand,Sr,Southern Ill.,OF,199,0.301,19.345,-9.112,0.657,0.281,0.376,0.243,0.133,0.261,0.136,0.045,0.025
Will Holland,Fr,Auburn,INF,158,0.301,15.36,-7.234,0.64,0.297,0.343,0.209,0.134,0.24,0.196,0.095,0.019
Kyle Sacks,Sr,Albany (NY),OF,193,0.301,18.762,-8.837,0.614,0.326,0.288,0.259,0.029,0.328,0.197,0.067,0.0
Nick Garland,Jr,Central Conn. St.,C,180,0.301,17.498,-8.242,0.646,0.306,0.34,0.25,0.09,0.288,0.139,0.083,0.006
Stewart Nelson,Jr,Evansville,INF,200,0.3,19.259,-9.341,0.621,0.315,0.306,0.237,0.069,0.267,0.135,0.095,0.01
Ryan Watts,Fr,Southern U.,INF,101,0.3,9.726,-4.717,0.586,0.327,0.259,0.2,0.059,0.283,0.248,0.149,0.0
William Krull,So,Canisius,C,113,0.3,10.882,-5.277,0.587,0.327,0.26,0.208,0.052,0.247,0.159,0.106,0.009
Brenden Overton,Jr,Eastern Ky.,INF,113,0.3,10.882,-5.277,0.651,0.292,0.359,0.243,0.116,0.278,0.195,0.062,0.027
Landon Badger,Fr,South Dakota St.,OF,129,0.3,12.422,-6.025,0.613,0.318,0.295,0.219,0.076,0.343,0.31,0.14,0.0
Hunter Phillips,So,Alabama St.,OF,121,0.3,11.652,-5.651,0.581,0.331,0.25,0.188,0.062,0.207,0.124,0.149,0.008
Scott Ogrin,Fr,Cal Poly,INF,184,0.3,17.719,-8.593,0.656,0.283,0.373,0.217,0.156,0.263,0.223,0.082,0.022
Marc Mumper,So,Grand Canyon,INF,147,0.3,14.156,-6.865,0.644,0.299,0.345,0.21,0.135,0.271,0.224,0.122,0.014
Callahan Moltzan,Jr,Utah Valley,OF,162,0.3,15.6,-7.566,0.623,0.315,0.308,0.253,0.055,0.321,0.21,0.08,0.006
Jarrett Norman,So,N.C. A&T,C,127,0.3,12.23,-5.931,0.648,0.291,0.357,0.235,0.122,0.273,0.197,0.071,0.024
Trey Martinez,So,Towson,C,150,0.3,14.445,-7.005,0.633,0.3,0.333,0.209,0.124,0.276,0.26,0.12,0.02
Jacob Northrup,Jr,Chicago St.,C,167,0.3,16.082,-7.799,0.63,0.299,0.331,0.204,0.127,0.26,0.251,0.102,0.018
Cole German,So,Charleston So.,OF,150,0.3,14.445,-7.005,0.667,0.267,0.4,0.221,0.179,0.268,0.26,0.06,0.033
Tanner Gragg,Jr,Kansas,C,105,0.3,10.111,-4.904,0.643,0.314,0.329,0.244,0.085,0.396,0.333,0.086,0.01
Brian Tagoe,So,La Salle,OF,185,0.3,17.815,-8.64,0.637,0.297,0.34,0.22,0.12,0.281,0.205,0.092,0.005
Mike Mcgee,So,Oakland,INF,179,0.3,17.237,-8.36,0.63,0.307,0.323,0.255,0.068,0.304,0.151,0.067,0.0
Jordan Wesley,Sr,UMES,OF,169,0.299,16.119,-8.048,0.609,0.314,0.295,0.235,0.06,0.412,0.385,0.053,0.0
Trent Hammond,Sr,Illinois,INF,172,0.299,16.406,-8.19,0.626,0.302,0.324,0.207,0.117,0.273,0.256,0.099,0.017
Chris Rinaldi,Fr,Holy Cross,INF,187,0.299,17.836,-8.905,0.622,0.316,0.306,0.25,0.056,0.317,0.187,0.08,0.0
Blake Sabol,Fr,Southern California,C,110,0.299,10.492,-5.238,0.651,0.291,0.36,0.25,0.11,0.295,0.2,0.064,0.018
Bowen Ogata,Jr,UIC,C,202,0.299,19.267,-9.619,0.638,0.307,0.331,0.257,0.074,0.305,0.173,0.059,0.01
Alex Guenette,Sr,UC Irvine,C,181,0.299,17.264,-8.619,0.621,0.32,0.301,0.255,0.046,0.29,0.133,0.061,0.006
Ryan Sloniger,So,Penn St.,C,171,0.299,16.31,-8.143,0.608,0.316,0.292,0.215,0.077,0.306,0.269,0.111,0.006
Marcus Ethen,Sr,Omaha,P,114,0.299,10.873,-5.429,0.639,0.316,0.323,0.258,0.065,0.348,0.228,0.088,0.009
Wyatt Olson,Jr,Niagara,OF,104,0.299,9.92,-4.952,0.642,0.298,0.344,0.219,0.125,0.279,0.25,0.067,0.019
Matt Allen,Jr,Liberty,C,159,0.299,15.166,-7.571,0.583,0.333,0.25,0.22,0.03,0.269,0.151,0.132,0.0
Brian Picone,Fr,Iona,INF,132,0.298,12.469,-6.407,0.63,0.326,0.304,0.259,0.045,0.305,0.144,0.068,0.0
Brady Cox,Sr,UT Arlington,C,251,0.298,23.711,-12.182,0.599,0.323,0.276,0.229,0.047,0.263,0.127,0.108,0.0
Christian Jones,Jr,Campbell,INF,194,0.298,18.326,-9.416,0.642,0.284,0.358,0.216,0.142,0.284,0.289,0.067,0.026
Lucas Halstead,Jr,Pacific,C,211,0.298,19.932,-10.241,0.629,0.294,0.335,0.205,0.13,0.273,0.289,0.114,0.024
Dupree Hart,So,Col. of Charleston,INF,284,0.298,26.828,-13.784,0.611,0.317,0.294,0.231,0.063,0.261,0.116,0.12,0.004
Brandon Zaragoza,Fr,Oklahoma,INF,211,0.298,19.932,-10.241,0.6,0.327,0.273,0.251,0.022,0.293,0.133,0.1,0.0
Tony Giannini,Jr,Ohio,INF,195,0.298,18.421,-9.464,0.618,0.313,0.305,0.247,0.058,0.309,0.195,0.077,0.005
Jalen Phillips,Sr,Duke,INF,104,0.298,9.824,-5.048,0.646,0.279,0.367,0.189,0.178,0.23,0.26,0.096,0.029
Nick Meyer,So,Cal Poly,C,242,0.298,22.861,-11.745,0.631,0.306,0.325,0.25,0.075,0.259,0.07,0.07,0.008
Brendan Brundage,So,USC Upstate,OF,178,0.298,16.815,-8.639,0.619,0.315,0.304,0.259,0.045,0.328,0.197,0.067,0.0
Daniel Stack,Sr,UNCW,INF,170,0.297,15.903,-8.407,0.64,0.282,0.358,0.196,0.162,0.273,0.324,0.076,0.029
Mark Cardinalli,Sr,UC Davis,OF,129,0.297,12.068,-6.379,0.605,0.31,0.295,0.214,0.081,0.228,0.085,0.085,0.008
Jaxx Groshans,Fr,Kansas,C,215,0.297,20.113,-10.632,0.612,0.312,0.3,0.237,0.063,0.28,0.158,0.093,0.005
Riley Mccown,Sr,UAB,OF,183,0.297,17.12,-9.049,0.598,0.317,0.281,0.216,0.065,0.258,0.158,0.077,0.005
Jason Gasser,Sr,Northern Ill.,OF,134,0.297,12.536,-6.626,0.597,0.328,0.269,0.231,0.038,0.325,0.246,0.134,0.0
Mike Geannelis,Sr,Massachusetts,P,135,0.297,12.629,-6.676,0.603,0.311,0.292,0.195,0.097,0.247,0.237,0.141,0.015
Manny Pazos,Sr,Pittsburgh,C,187,0.297,17.494,-9.247,0.646,0.294,0.352,0.247,0.105,0.285,0.144,0.08,0.005
Joe Gomez,Sr,Miami (FL),C,190,0.297,17.774,-9.396,0.599,0.321,0.278,0.205,0.073,0.25,0.189,0.105,0.016
Taylor Cothran,Jr,The Citadel,OF,213,0.297,19.926,-10.533,0.641,0.291,0.35,0.26,0.09,0.318,0.202,0.033,0.014
A.J. Balta,Jr,Oregon,OF,151,0.297,14.126,-7.467,0.597,0.325,0.272,0.2,0.072,0.258,0.212,0.093,0.007
Allan Hooker,Jr,Lipscomb,OF,101,0.297,9.448,-4.995,0.63,0.297,0.333,0.218,0.115,0.362,0.386,0.089,0.02
Marco Valenzuela,Fr,Nevada,C,129,0.296,11.95,-6.497,0.638,0.31,0.328,0.259,0.069,0.33,0.217,0.047,0.008
Richie Barrella,So,Manhattan,INF,108,0.296,10.004,-5.44,0.595,0.324,0.271,0.25,0.021,0.304,0.167,0.046,0.0
Paul Kunst,Fr,San Diego,OF,147,0.296,13.617,-7.404,0.622,0.32,0.302,0.25,0.052,0.286,0.116,0.082,0.007
Andre Gregory,Jr,New Mexico,INF,141,0.296,13.061,-7.102,0.652,0.277,0.375,0.234,0.141,0.292,0.234,0.057,0.014
Matt Tola,So,Penn,INF,168,0.296,15.562,-8.462,0.626,0.31,0.316,0.252,0.064,0.277,0.101,0.071,0.006
Andrew Snow,Jr,Arizona St.,INF,154,0.296,14.266,-7.756,0.613,0.312,0.301,0.241,0.06,0.281,0.149,0.084,0.0
Matt Elsenpeter,Jr,North Dakota St.,INF,136,0.296,12.598,-6.85,0.645,0.294,0.351,0.237,0.114,0.286,0.169,0.074,0.007
Conner Dunbar,So,High Point,INF,203,0.295,18.619,-10.41,0.585,0.325,0.26,0.225,0.035,0.325,0.261,0.113,0.0
John Bonanca,Jr,Coppin St.,INF,124,0.295,11.373,-6.359,0.59,0.323,0.267,0.229,0.038,0.27,0.137,0.129,0.0
Ismael Herrera,Jr,Norfolk St.,C,148,0.295,13.574,-7.59,0.612,0.318,0.294,0.254,0.04,0.283,0.095,0.081,0.0
Joe Gruszka,Fr,UNC Asheville,C,111,0.295,10.181,-5.692,0.568,0.324,0.244,0.178,0.066,0.273,0.315,0.171,0.009
Jansen Mccurdy,Jr,Central Ark.,OF,209,0.295,19.169,-10.718,0.633,0.306,0.327,0.242,0.085,0.325,0.23,0.1,0.005
Adam Gauthier,Sr,Dartmouth,C,117,0.295,10.731,-6.0,0.597,0.316,0.281,0.191,0.09,0.262,0.239,0.145,0.009
Charlie Warren,Sr,Rice,OF,283,0.295,25.956,-14.513,0.628,0.297,0.331,0.259,0.072,0.283,0.113,0.039,0.011
David Chabut,So,Kennesaw St.,INF,215,0.295,19.719,-11.026,0.618,0.312,0.306,0.253,0.053,0.333,0.219,0.093,0.005
Luke Alexander,So,Mississippi St.,INF,225,0.294,20.43,-11.745,0.632,0.289,0.343,0.222,0.121,0.287,0.258,0.089,0.022
Richard De La Cruz,Fr,Radford,OF,144,0.294,13.076,-7.516,0.629,0.285,0.344,0.229,0.115,0.367,0.361,0.069,0.007
Tyler Meditz,Sr,Santa Clara,OF,222,0.294,20.158,-11.588,0.648,0.288,0.36,0.234,0.126,0.308,0.275,0.072,0.023
A.J. Reynolds,Sr,Jacksonville St.,INF,135,0.294,12.258,-7.047,0.643,0.281,0.362,0.252,0.11,0.319,0.252,0.037,0.022
John Toppa,So,UConn,OF,191,0.294,17.343,-9.97,0.628,0.298,0.33,0.267,0.063,0.315,0.152,0.042,0.0
Matt Fallon,Sr,Xavier,OF,249,0.294,22.61,-12.997,0.609,0.309,0.3,0.235,0.065,0.314,0.237,0.076,0.008
