name,Yr,school,position,PA,wOBA,wRC,wRAA,OPS,OBP,SLG,BA,ISO,BABIP,K%,BB%,HR%
Chad Roskelly,Jr,Michigan St.,C,132,0.414,26.491,7.615,0.887,0.424,0.463,0.324,0.139,0.368,0.152,0.114,0.023
Tommy Richter,Jr,Col. of Charleston,INF,239,0.414,47.965,13.788,0.876,0.435,0.441,0.363,0.078,0.422,0.134,0.1,0.004
Zach Files,Sr,FIU,INF,167,0.414,33.516,9.635,0.933,0.395,0.538,0.315,0.223,0.425,0.293,0.084,0.048
John Cable,Jr,New Orleans,C,249,0.414,49.972,14.365,0.89,0.426,0.464,0.349,0.115,0.4,0.145,0.12,0.012
Kyle Jackson,Sr,Elon,OF,243,0.414,48.768,14.019,0.942,0.391,0.551,0.304,0.247,0.346,0.222,0.099,0.049
Roman Garcia,Sr,San Diego,INF,232,0.414,46.561,13.385,0.951,0.353,0.598,0.292,0.306,0.307,0.19,0.06,0.06
Noah Cummings,Jr,Oral Roberts,OF,272,0.413,54.339,15.443,0.942,0.375,0.567,0.321,0.246,0.346,0.188,0.081,0.055
Hunter Wood,Sr,Western Ky.,C,219,0.413,43.751,12.434,0.92,0.397,0.523,0.313,0.21,0.374,0.219,0.087,0.041
Shea Langeliers,Fr,Baylor,C,242,0.413,48.346,13.74,0.928,0.388,0.54,0.313,0.227,0.337,0.153,0.099,0.041
Doug Trimble,Sr,Delaware,INF,256,0.413,51.143,14.535,0.901,0.406,0.495,0.338,0.157,0.413,0.199,0.105,0.023
Kyle Mcpherson,Jr,James Madison,INF,232,0.413,46.348,13.172,0.917,0.397,0.52,0.33,0.19,0.349,0.121,0.095,0.034
Shane Timmons,Jr,San Jose St.,INF,245,0.413,48.945,13.91,0.918,0.408,0.51,0.304,0.206,0.331,0.18,0.094,0.041
Mitch Guilmette,Jr,Central Conn. St.,OF,183,0.413,36.559,10.39,0.878,0.443,0.435,0.331,0.104,0.366,0.109,0.142,0.011
Tyler Houston,Jr,Butler,OF,232,0.413,46.348,13.172,0.924,0.384,0.54,0.287,0.253,0.286,0.125,0.121,0.052
Jameel Edney,Jr,Bethune-Cookman,INF,276,0.413,55.138,15.67,0.902,0.402,0.5,0.309,0.191,0.375,0.196,0.101,0.018
Mason Irby,Jr,Southern Miss.,OF,318,0.413,63.529,18.055,0.883,0.434,0.449,0.338,0.111,0.37,0.088,0.123,0.003
Austin Garcia,Sr,Bethune-Cookman,INF,147,0.413,29.367,8.346,0.892,0.415,0.477,0.344,0.133,0.41,0.184,0.082,0.02
Brian Fortier,Sr,Davidson,INF,279,0.413,55.738,15.841,0.944,0.387,0.557,0.3,0.257,0.335,0.215,0.079,0.054
Mitchell Mccrary,So,N.C. Central,OF,107,0.413,21.376,6.075,0.881,0.43,0.451,0.352,0.099,0.417,0.159,0.093,0.019
Chris Brown,Sr,Tennessee Tech,C,248,0.413,49.545,14.081,0.919,0.391,0.528,0.319,0.209,0.341,0.157,0.089,0.044
C.J. Newsome,So,Jackson St.,OF,201,0.413,40.155,11.412,0.907,0.413,0.494,0.34,0.154,0.396,0.139,0.1,0.0
Trey Silvers,Sr,Lamar University,INF,265,0.413,52.941,15.046,0.907,0.4,0.507,0.286,0.221,0.347,0.226,0.143,0.038
Brandon Riley,So,North Carolina,OF,267,0.412,53.096,14.915,0.904,0.408,0.496,0.317,0.179,0.34,0.127,0.139,0.026
Jared Akins,Jr,Fresno St.,OF,251,0.412,49.914,14.021,0.944,0.363,0.581,0.328,0.253,0.372,0.191,0.06,0.044
Vinny Capra,Jr,Richmond,INF,243,0.412,48.323,13.574,0.9,0.412,0.488,0.355,0.133,0.386,0.103,0.086,0.016
Rudy Rott,So,Ohio,C,274,0.412,54.488,15.306,0.913,0.409,0.504,0.303,0.201,0.328,0.161,0.095,0.04
Ryne Ogren,So,Elon,INF,256,0.412,50.908,14.3,0.904,0.406,0.498,0.35,0.148,0.383,0.117,0.078,0.016
Frankie Perrone,Jr,Eastern Ill.,OF,232,0.412,46.136,12.96,0.923,0.397,0.526,0.263,0.263,0.336,0.284,0.147,0.047
Austen Zente,Jr,High Point,OF,246,0.412,48.92,13.742,0.896,0.398,0.498,0.281,0.217,0.305,0.163,0.081,0.041
Cameron Olson,Sr,UC Davis,OF,181,0.412,35.994,10.111,0.919,0.403,0.516,0.296,0.22,0.351,0.232,0.083,0.044
Shaun Mize,Sr,Air Force,INF,147,0.412,29.233,8.212,0.872,0.435,0.437,0.336,0.101,0.363,0.102,0.129,0.02
Trevor Davis,Sr,Troy,OF,230,0.412,45.738,12.848,0.909,0.417,0.492,0.306,0.186,0.327,0.13,0.117,0.026
Michael Gigliotti,Jr,Lipscomb,OF,270,0.412,53.692,15.082,0.852,0.441,0.411,0.287,0.124,0.346,0.152,0.189,0.011
Lamar Briggs,Jr,Jackson St.,INF,252,0.412,50.113,14.077,0.891,0.421,0.47,0.356,0.114,0.398,0.103,0.083,0.0
Dylan Resk,So,Stony Brook,INF,184,0.412,36.59,10.278,0.933,0.38,0.553,0.27,0.283,0.283,0.228,0.152,0.071
Nate Favero,Jr,BYU,INF,183,0.412,36.392,10.223,0.928,0.388,0.54,0.331,0.209,0.353,0.131,0.082,0.038
Jeff Moberg,Sr,Tennessee,INF,235,0.412,46.732,13.127,0.913,0.396,0.517,0.311,0.206,0.397,0.255,0.068,0.038
Preston Pavlica,So,Grand Canyon,OF,120,0.412,23.863,6.703,0.902,0.392,0.51,0.28,0.23,0.312,0.15,0.133,0.025
Julio Gonzalez,Jr,FGCU,INF,297,0.412,59.062,16.591,0.891,0.418,0.473,0.326,0.147,0.357,0.114,0.118,0.017
Tyler Ratliff,Jr,Marshall,C,238,0.411,47.111,13.077,0.926,0.374,0.552,0.295,0.257,0.321,0.181,0.076,0.046
Camden Duzenack,Sr,DBU,INF,273,0.411,54.039,15.0,0.928,0.377,0.551,0.278,0.273,0.281,0.154,0.095,0.055
Brandon Melendez,Jr,N.C. A&T,INF,186,0.411,36.818,10.22,0.879,0.43,0.449,0.365,0.084,0.5,0.237,0.113,0.005
Brandon Lockridge,So,Troy,INF,264,0.411,52.257,14.505,0.9,0.402,0.498,0.344,0.154,0.376,0.121,0.064,0.023
Travis Blue,Sr,Navy,INF,252,0.411,49.882,13.846,0.903,0.405,0.498,0.343,0.155,0.393,0.135,0.075,0.012
Alec Bohm,So,Wichita St.,INF,264,0.411,52.257,14.505,0.909,0.39,0.519,0.305,0.214,0.312,0.117,0.11,0.042
John Cresto,So,Santa Clara,INF,231,0.411,45.725,12.692,0.929,0.368,0.561,0.307,0.254,0.356,0.225,0.065,0.052
Robie Rojas,Sr,Sam Houston St.,C,280,0.411,55.425,15.385,0.902,0.404,0.498,0.342,0.156,0.365,0.114,0.079,0.025
Cole Peterson,Jr,St. Bonaventure,INF,221,0.411,43.746,12.143,0.889,0.407,0.482,0.335,0.147,0.358,0.086,0.086,0.009
Lou Matarazzo,Sr,Iona,INF,169,0.411,33.453,9.286,0.853,0.444,0.409,0.288,0.121,0.398,0.254,0.183,0.018
Pat Raiff,Sr,USC Upstate,OF,126,0.411,24.941,6.923,0.875,0.437,0.438,0.323,0.115,0.414,0.214,0.175,0.016
Jordan Rodgers,Sr,Tennessee,INF,230,0.411,45.527,12.637,0.908,0.396,0.512,0.322,0.19,0.339,0.13,0.083,0.039
Yahir Gurrola,Jr,North Florida,OF,268,0.41,52.804,14.48,0.914,0.373,0.541,0.32,0.221,0.342,0.131,0.063,0.034
David Cronin,Jr,UIC,INF,262,0.41,51.622,14.156,0.866,0.431,0.435,0.313,0.122,0.337,0.111,0.149,0.023
Jake Pauley,So,Northern Colo.,OF,240,0.41,47.287,12.967,0.932,0.371,0.561,0.332,0.229,0.371,0.179,0.054,0.033
Julian Infante,So,Vanderbilt,INF,282,0.41,55.562,15.236,0.908,0.39,0.518,0.315,0.203,0.374,0.209,0.096,0.039
Jesus Santana,Jr,Jackson St.,INF,232,0.41,45.711,12.535,0.93,0.405,0.525,0.288,0.237,0.301,0.159,0.125,0.043
Renae Martinez,Sr,Oklahoma,C,221,0.41,43.543,11.94,0.904,0.394,0.51,0.323,0.187,0.337,0.104,0.095,0.032
Jesse Baker,Jr,UTSA,INF,267,0.41,52.607,14.426,0.919,0.386,0.533,0.308,0.225,0.324,0.154,0.086,0.049
Connor Powers,Jr,Albany (NY),OF,210,0.41,41.376,11.346,0.889,0.405,0.484,0.323,0.161,0.373,0.148,0.11,0.014
James Stea,Sr,Valparaiso,OF,255,0.41,50.242,13.777,0.887,0.412,0.475,0.29,0.185,0.323,0.157,0.094,0.031
L.J. Hatch,Sr,New Mexico St.,INF,255,0.41,50.242,13.777,0.898,0.4,0.498,0.321,0.177,0.352,0.118,0.09,0.02
Tom Marcinczyk,Sr,Rutgers,OF,223,0.41,43.938,12.049,0.886,0.413,0.473,0.274,0.199,0.308,0.161,0.166,0.031
Dan Durkin,Sr,Michigan St.,INF,243,0.41,47.878,13.129,0.896,0.399,0.497,0.279,0.218,0.309,0.173,0.115,0.037
Jake Richmond,Jr,Northern Ky.,INF,273,0.41,53.789,14.75,0.884,0.41,0.474,0.296,0.178,0.366,0.22,0.117,0.033
Collin Fleischer,Jr,VMI,INF,241,0.41,47.484,13.021,0.946,0.39,0.556,0.266,0.29,0.302,0.282,0.124,0.071
Kevin Mohollen,So,Delaware,C,272,0.41,53.592,14.696,0.873,0.419,0.454,0.307,0.147,0.342,0.107,0.147,0.011
Keegan Mcgovern,Jr,Georgia,OF,233,0.409,45.694,12.375,0.851,0.438,0.413,0.291,0.122,0.387,0.219,0.15,0.009
Jordan Smith,Sr,Minnesota,OF,240,0.409,47.067,12.747,0.884,0.404,0.48,0.309,0.171,0.354,0.158,0.138,0.025
Jesse Medrano,Sr,Fresno St.,INF,272,0.409,53.343,14.447,0.925,0.382,0.543,0.346,0.197,0.383,0.136,0.044,0.026
Spencer Halloran,Jr,Houston Baptist,OF,240,0.409,47.067,12.747,0.894,0.429,0.465,0.329,0.136,0.376,0.142,0.112,0.012
Jimmy Herron,So,Duke,OF,273,0.409,53.539,14.5,0.884,0.41,0.474,0.326,0.148,0.357,0.125,0.106,0.018
Luke Becker,Jr,Kentucky,INF,214,0.409,41.968,11.366,0.888,0.421,0.467,0.287,0.18,0.339,0.196,0.173,0.033
Justin Watari,Fr,New Mexico,INF,117,0.409,22.945,6.214,0.787,0.47,0.317,0.268,0.049,0.361,0.188,0.274,0.0
Sam Armstrong,Jr,Jacksonville,INF,220,0.409,43.145,11.685,0.9,0.386,0.514,0.268,0.246,0.351,0.286,0.155,0.045
Jake Brodt,Jr,Santa Clara,INF,231,0.409,45.302,12.269,0.913,0.381,0.532,0.338,0.194,0.402,0.203,0.056,0.03
Alvaro Rubalcaba,Jr,CSUN,INF,213,0.409,41.772,11.313,0.864,0.427,0.437,0.299,0.138,0.315,0.094,0.15,0.023
Ian Evans,Jr,Grand Canyon,INF,236,0.409,46.283,12.535,0.892,0.407,0.485,0.323,0.162,0.33,0.085,0.114,0.021
Brian Mims,Jr,UNCW,INF,264,0.409,51.774,14.022,0.896,0.394,0.502,0.32,0.182,0.41,0.239,0.11,0.03
David Villar,So,South Fla.,INF,265,0.409,51.97,14.075,0.872,0.423,0.449,0.29,0.159,0.372,0.234,0.155,0.026
Matt Smith,Sr,Western Caro.,P,262,0.408,51.142,13.676,0.869,0.424,0.445,0.299,0.146,0.312,0.095,0.137,0.019
Zach Michener,Sr,SFA,OF,248,0.408,48.409,12.945,0.923,0.379,0.544,0.327,0.217,0.339,0.137,0.077,0.04
Sam Clark,Sr,Bucknell,INF,199,0.408,38.844,10.387,0.919,0.372,0.547,0.318,0.229,0.361,0.196,0.085,0.045
Hunter Stokes,Fr,South Alabama,INF,158,0.408,30.841,8.247,0.876,0.424,0.452,0.302,0.15,0.443,0.285,0.177,0.019
Colby Maiola,Jr,UMass Lowell,OF,199,0.408,38.844,10.387,0.913,0.392,0.521,0.331,0.19,0.427,0.236,0.085,0.03
Matthew Ronai,So,Merrimack,INF,175,0.408,34.16,9.135,0.903,0.394,0.509,0.356,0.153,0.412,0.16,0.04,0.023
Will Brennan,Fr,Kansas St.,OF,225,0.408,43.92,11.745,0.841,0.453,0.388,0.35,0.038,0.368,0.053,0.151,0.0
David Metzgar,Sr,CSU Bakersfield,INF,255,0.408,49.775,13.31,0.885,0.42,0.465,0.372,0.093,0.379,0.055,0.094,0.0
Grant Little,Fr,Texas Tech,INF,237,0.408,46.262,12.371,0.881,0.405,0.476,0.335,0.141,0.411,0.19,0.11,0.008
David Hensley,Jr,San Diego St.,INF,235,0.408,45.871,12.266,0.899,0.413,0.486,0.357,0.129,0.414,0.149,0.072,0.013
Eric Tyler,Sr,East Carolina,INF,270,0.408,52.703,14.093,0.888,0.4,0.488,0.343,0.145,0.389,0.148,0.067,0.022
Nick Choruby,Sr,Texas A&M,INF,304,0.408,59.34,15.868,0.856,0.441,0.415,0.321,0.094,0.394,0.164,0.161,0.01
Chase Pinder,Jr,Clemson,OF,288,0.408,56.217,15.033,0.877,0.413,0.464,0.305,0.159,0.34,0.142,0.128,0.024
Michael Curry,So,Georgia,C,244,0.408,47.628,12.736,0.902,0.418,0.484,0.297,0.187,0.329,0.172,0.119,0.041
Tyler Cox,Sr,La.-Monroe,INF,112,0.408,21.862,5.846,0.905,0.384,0.521,0.292,0.229,0.355,0.25,0.107,0.054
Spencer Brickhouse,Fr,East Carolina,OF,225,0.407,43.713,11.538,0.904,0.391,0.513,0.31,0.203,0.383,0.253,0.107,0.044
Tim Degraw,So,Yale,OF,238,0.407,46.239,12.205,0.863,0.424,0.439,0.343,0.096,0.376,0.101,0.118,0.004
Niko Holm,Jr,Santa Clara,INF,200,0.407,38.856,10.256,0.855,0.43,0.425,0.307,0.118,0.366,0.15,0.12,0.01
Will Olson,Jr,UT Arlington,C,214,0.407,41.576,10.974,0.843,0.435,0.408,0.322,0.086,0.362,0.112,0.126,0.009
Davis Elliot,So,North Ala.,INF,218,0.407,42.353,11.179,0.863,0.427,0.436,0.296,0.14,0.371,0.174,0.156,0.005
Paul Rufo,Jr,Binghamton,INF,105,0.407,20.4,5.385,0.895,0.39,0.505,0.347,0.158,0.388,0.124,0.057,0.019
Reid Leonard,So,Morehead St.,INF,302,0.407,58.673,15.487,0.859,0.424,0.435,0.328,0.107,0.354,0.086,0.129,0.007
Tyler Kapuscinski,So,Marist,INF,209,0.407,40.605,10.718,0.85,0.44,0.41,0.335,0.075,0.383,0.115,0.139,0.005
Orynn Veillon,So,New Orleans,P,225,0.407,43.713,11.538,0.947,0.338,0.609,0.3,0.309,0.353,0.276,0.036,0.067
Trevor Craport,Jr,Georgia Tech,C,271,0.407,52.65,13.897,0.897,0.395,0.502,0.336,0.166,0.368,0.125,0.074,0.018
Matt O'Neil,Sr,Rhode Island,INF,221,0.407,42.936,11.333,0.937,0.362,0.575,0.31,0.265,0.35,0.235,0.072,0.059
Braden Shewmake,Fr,Texas A&M,INF,296,0.407,57.507,15.179,0.907,0.378,0.529,0.328,0.201,0.338,0.105,0.051,0.037
Danny Collier,Jr,New Mexico,OF,242,0.407,47.016,12.41,0.889,0.409,0.48,0.328,0.152,0.352,0.099,0.132,0.012
Tanner Gardner,Jr,Texas Tech,INF,233,0.406,45.054,11.735,0.893,0.408,0.485,0.305,0.18,0.337,0.133,0.112,0.021
Ben Haefner,Jr,Buffalo,INF,234,0.406,45.248,11.786,0.853,0.427,0.426,0.326,0.1,0.36,0.107,0.107,0.013
Avery Williams,Fr,Prairie View,OF,154,0.406,29.778,7.756,0.89,0.39,0.5,0.321,0.179,0.423,0.247,0.078,0.013
Mike Echavia,Jr,Nevada,OF,235,0.406,45.441,11.836,0.912,0.379,0.533,0.307,0.226,0.354,0.2,0.072,0.038
Justin Paulsen,Sr,Missouri St.,INF,285,0.406,55.109,14.354,0.882,0.404,0.478,0.322,0.156,0.355,0.13,0.119,0.025
Matt Cogen,Jr,Belmont,OF,264,0.406,51.049,13.297,0.874,0.402,0.472,0.332,0.14,0.343,0.057,0.098,0.015
Gui Gingras,Sr,St. John's (NY),INF,176,0.406,34.032,8.864,0.901,0.398,0.503,0.318,0.185,0.358,0.153,0.102,0.028
Fabian Pena,So,Manhattan,C,223,0.406,43.121,11.232,0.897,0.395,0.502,0.33,0.172,0.36,0.108,0.072,0.013
Paul Witt,Fr,VCU,INF,252,0.406,48.728,12.692,0.854,0.429,0.425,0.361,0.064,0.406,0.119,0.056,0.004
Nick Ames,So,UNLV,INF,234,0.406,45.248,11.786,0.904,0.38,0.524,0.311,0.213,0.393,0.265,0.085,0.047
Travis Watkins,Sr,East Carolina,C,269,0.406,52.016,13.549,0.905,0.379,0.526,0.34,0.186,0.372,0.156,0.052,0.037
Kramer Robertson,Sr,LSU,INF,341,0.406,65.938,17.175,0.874,0.402,0.472,0.307,0.165,0.321,0.094,0.106,0.023
Spencer Holcomb,Jr,Western Caro.,C,153,0.405,29.445,7.566,0.909,0.379,0.53,0.291,0.239,0.323,0.203,0.065,0.052
Zach Cerbo,Sr,Arizona St.,C,165,0.405,31.754,8.159,0.873,0.418,0.455,0.299,0.156,0.336,0.164,0.164,0.024
Austin Bull,So,Grand Canyon,INF,260,0.405,50.037,12.857,0.842,0.438,0.404,0.339,0.065,0.412,0.162,0.146,0.004
Micah Coffey,Jr,Minnesota,INF,234,0.405,45.033,11.571,0.895,0.402,0.493,0.34,0.153,0.394,0.179,0.09,0.017
Zach Biggers,Fr,Navy,INF,165,0.405,31.754,8.159,0.91,0.382,0.528,0.331,0.197,0.361,0.127,0.061,0.024
Michael Hartnagel,Sr,Butler,INF,222,0.405,42.724,10.978,0.878,0.414,0.464,0.328,0.136,0.363,0.113,0.108,0.009
Anthony Critelli,Sr,Holy Cross,INF,191,0.405,36.758,9.445,0.912,0.372,0.54,0.31,0.23,0.326,0.152,0.068,0.047
Blake Rowlett,Sr,ETSU,INF,266,0.405,51.192,13.154,0.885,0.387,0.498,0.269,0.229,0.271,0.128,0.132,0.045
Jeremy Ake,Sr,Delaware,INF,239,0.405,45.996,11.819,0.874,0.414,0.46,0.347,0.113,0.406,0.146,0.105,0.013
Frankie Rios,Sr,Southern California,INF,234,0.405,45.033,11.571,0.87,0.419,0.451,0.354,0.097,0.407,0.128,0.085,0.004
Niko Decolati,So,LMU (CA),OF,247,0.405,47.535,12.214,0.853,0.421,0.432,0.32,0.112,0.416,0.215,0.089,0.016
Frankie Gregoire,So,Marist,OF,236,0.405,45.418,11.67,0.901,0.424,0.477,0.295,0.182,0.32,0.186,0.11,0.038
Mike Veit,Fr,Fairleigh Dickinson,OF,103,0.405,19.822,5.093,0.878,0.417,0.461,0.382,0.079,0.436,0.107,0.078,0.0
Brad Debo,Fr,NC State,C,236,0.405,45.418,11.67,0.891,0.398,0.493,0.335,0.158,0.386,0.161,0.081,0.017
J.J. Shimko,Jr,USC Upstate,OF,254,0.405,48.882,12.56,0.856,0.421,0.435,0.3,0.135,0.341,0.126,0.15,0.008
Mitch Spires,Jr,Winthrop,INF,249,0.405,47.92,12.313,0.878,0.41,0.468,0.345,0.123,0.401,0.157,0.084,0.012
Jake Kuzbel,Sr,Georgetown,INF,249,0.405,47.92,12.313,0.907,0.39,0.517,0.335,0.182,0.342,0.096,0.076,0.02
Austin Upshaw,Jr,Kennesaw St.,INF,245,0.404,46.926,11.891,0.898,0.38,0.518,0.333,0.185,0.351,0.114,0.073,0.033
Alex Hanson,Jr,Mercer,OF,241,0.404,46.16,11.697,0.88,0.419,0.461,0.332,0.129,0.39,0.162,0.124,0.017
Ryan Hagan,Sr,Mercer,INF,279,0.404,53.438,13.541,0.88,0.405,0.475,0.296,0.179,0.298,0.1,0.147,0.032
Dallas Oliver,Jr,Florida A&M,OF,197,0.404,37.732,9.561,0.844,0.437,0.407,0.365,0.042,0.412,0.107,0.096,0.0
Forrest Bramlett,So,Kennesaw St.,C,112,0.404,21.452,5.436,0.925,0.348,0.577,0.258,0.319,0.34,0.33,0.089,0.062
Ben Hollas,Sr,Oklahoma,OF,204,0.404,39.073,9.901,0.841,0.426,0.415,0.289,0.126,0.339,0.147,0.157,0.015
Cade Harris,So,Oklahoma,INF,123,0.404,23.559,5.97,0.834,0.439,0.395,0.267,0.128,0.333,0.187,0.252,0.016
Kevin Riley,Jr,CSUN,INF,152,0.404,29.113,7.377,0.929,0.362,0.567,0.291,0.276,0.298,0.171,0.066,0.053
Troy Johnston,Fr,Gonzaga,OF,110,0.404,21.069,5.339,0.871,0.409,0.462,0.323,0.139,0.355,0.136,0.136,0.027
Steve Serratore,Sr,Kansas St.,C,210,0.404,40.222,10.192,0.871,0.405,0.466,0.292,0.174,0.354,0.2,0.124,0.029
Greg White,Jr,N.C. A&T,OF,214,0.404,40.988,10.386,0.85,0.425,0.425,0.348,0.077,0.401,0.126,0.084,0.0
Greg Cullen,So,Niagara,INF,211,0.404,40.414,10.241,0.873,0.422,0.451,0.341,0.11,0.351,0.057,0.09,0.009
Scott Silva,Sr,Fresno St.,INF,276,0.404,52.864,13.396,0.903,0.37,0.533,0.335,0.198,0.386,0.185,0.054,0.036
Trevor Larnach,So,Oregon St.,OF,247,0.404,47.309,11.988,0.854,0.425,0.429,0.303,0.126,0.388,0.215,0.158,0.012
Connor Donovan,Sr,Lehigh,INF,178,0.403,33.93,8.476,0.885,0.382,0.503,0.278,0.225,0.321,0.213,0.073,0.045
Davis Sims,So,Murray St.,INF,253,0.403,48.227,12.048,0.903,0.372,0.531,0.308,0.223,0.315,0.13,0.051,0.043
Eddy Gonzalez,So,UIW,INF,205,0.403,39.077,9.762,0.848,0.42,0.428,0.344,0.084,0.373,0.068,0.098,0.0
Jarret Dehart,Sr,Tulane,OF,247,0.403,47.083,11.762,0.912,0.381,0.531,0.28,0.251,0.338,0.267,0.121,0.053
Owen Magee,Jr,New Orleans,INF,240,0.403,45.749,11.429,0.874,0.396,0.478,0.314,0.164,0.347,0.133,0.088,0.021
Garrett Wilkinson,Jr,Florida A&M,OF,150,0.403,28.593,7.143,0.88,0.387,0.493,0.333,0.16,0.382,0.16,0.073,0.027
Jonathan Sabo,Jr,The Citadel,INF,226,0.403,43.08,10.762,0.905,0.403,0.502,0.299,0.203,0.314,0.15,0.097,0.044
Mason Mamarella,Jr,Kent St.,OF,266,0.403,50.705,12.667,0.837,0.432,0.405,0.33,0.075,0.397,0.143,0.128,0.0
Webb Bobo,Sr,Southeastern La.,OF,145,0.403,27.64,6.905,0.872,0.414,0.458,0.263,0.195,0.338,0.241,0.152,0.028
Aaron Stroosma,Sr,Seattle U,INF,256,0.402,48.564,11.956,0.864,0.426,0.438,0.317,0.121,0.367,0.156,0.117,0.02
Steven Carpenter,Fr,VCU,INF,128,0.402,24.282,5.978,0.826,0.43,0.396,0.287,0.109,0.36,0.195,0.18,0.016
Quintin Rohrbaugh,Sr,UT Arlington,OF,253,0.402,47.995,11.816,0.837,0.419,0.418,0.298,0.12,0.36,0.174,0.119,0.016
Nick Stokowski,Jr,Central Mich.,INF,148,0.402,28.076,6.912,0.896,0.419,0.477,0.3,0.177,0.358,0.216,0.122,0.034
Ben Bengtson,Jr,Hartford,INF,194,0.402,36.802,9.06,0.876,0.397,0.479,0.323,0.156,0.353,0.129,0.098,0.026
Joseph Collazo,Sr,UTRGV,INF,227,0.402,43.063,10.602,0.848,0.414,0.434,0.307,0.127,0.338,0.11,0.132,0.018
Robbie Coman,Sr,Virginia,C,232,0.402,44.011,10.835,0.889,0.397,0.492,0.347,0.145,0.348,0.073,0.078,0.022
Kody Reynolds,Sr,Sacramento St.,INF,200,0.402,37.941,9.341,0.924,0.37,0.554,0.299,0.255,0.323,0.21,0.065,0.055
Aaron Maher,Jr,ETSU,OF,283,0.402,53.686,13.217,0.872,0.399,0.473,0.324,0.149,0.358,0.117,0.088,0.018
Gage Canning,So,Arizona St.,OF,240,0.402,45.529,11.209,0.913,0.375,0.538,0.332,0.206,0.382,0.171,0.05,0.025
Brett Bond,Jr,Missouri,C,248,0.402,47.046,11.582,0.89,0.383,0.507,0.307,0.2,0.371,0.23,0.101,0.04
Taylor Walls,Jr,Florida St.,INF,332,0.402,62.981,15.505,0.842,0.419,0.423,0.273,0.15,0.301,0.136,0.202,0.024
Eddie Paparella,Sr,South Alabama,INF,151,0.402,28.645,7.052,0.888,0.384,0.504,0.268,0.236,0.338,0.278,0.146,0.046
Willie Schwanke,Sr,Wichita St.,P,142,0.402,26.938,6.632,0.884,0.408,0.476,0.302,0.174,0.34,0.141,0.113,0.014
Ford Proctor,So,Rice,INF,284,0.402,53.876,13.264,0.862,0.412,0.45,0.311,0.139,0.35,0.134,0.137,0.014
Brandon Shirley,Sr,UC San Diego,OF,286,0.402,54.255,13.357,0.894,0.402,0.492,0.342,0.15,0.394,0.168,0.098,0.021
Luke Bolka,Sr,East Carolina,P,149,0.401,28.129,6.822,0.896,0.396,0.5,0.262,0.238,0.293,0.242,0.114,0.054
Will Wilson,Fr,NC State,INF,273,0.401,51.539,12.5,0.881,0.377,0.504,0.3,0.204,0.348,0.183,0.092,0.029
Daniel Brumbaugh,Jr,Richmond,OF,234,0.401,44.176,10.714,0.887,0.402,0.485,0.332,0.153,0.342,0.068,0.09,0.017
Jack Labosky,Jr,Duke,INF,258,0.401,48.707,11.813,0.863,0.399,0.464,0.275,0.189,0.354,0.24,0.143,0.023
Jake Palomaki,Jr,Boston College,INF,171,0.401,32.283,7.83,0.824,0.433,0.391,0.281,0.11,0.324,0.123,0.181,0.012
Joseph Duncan,Jr,Eastern Ill.,OF,276,0.401,52.105,12.637,0.894,0.37,0.524,0.331,0.193,0.352,0.123,0.054,0.033
Connor Smith,So,Western Mich.,INF,244,0.401,46.064,11.172,0.873,0.393,0.48,0.339,0.141,0.376,0.102,0.057,0.008
Ryan Noda,Jr,Cincinnati,INF,224,0.401,42.288,10.256,0.875,0.397,0.478,0.236,0.242,0.324,0.304,0.147,0.04
Kj Harrison,Jr,Oregon St.,C,247,0.401,46.631,11.31,0.891,0.393,0.498,0.313,0.185,0.343,0.166,0.105,0.036
Justin Felix,Jr,Arkansas St.,C,236,0.401,44.554,10.806,0.864,0.398,0.466,0.257,0.209,0.297,0.199,0.148,0.034
Luke Stampfl,Sr,Fordham,P,168,0.401,31.716,7.692,0.894,0.381,0.513,0.313,0.2,0.339,0.137,0.083,0.03
Cole Maltese,Jr,Northern Colo.,INF,239,0.401,45.12,10.943,0.885,0.393,0.492,0.297,0.195,0.371,0.251,0.142,0.038
Ben Brookover,Jr,UTSA,DH,189,0.401,35.681,8.654,0.846,0.423,0.423,0.331,0.092,0.391,0.153,0.111,0.011
Kody Ruedisili,Sr,Wofford,OF,265,0.401,50.029,12.134,0.868,0.4,0.468,0.307,0.161,0.38,0.196,0.125,0.019
Nobu Suzuki,Sr,Western Caro.,INF,237,0.401,44.743,10.852,0.868,0.409,0.459,0.33,0.129,0.351,0.089,0.08,0.017
Jake Barbee,Sr,Liberty,C,266,0.401,50.217,12.179,0.853,0.406,0.447,0.29,0.157,0.335,0.162,0.143,0.019
A.J. Bumpass,So,Cincinnati,OF,255,0.4,47.907,11.442,0.875,0.384,0.491,0.287,0.204,0.335,0.188,0.129,0.027
Logan Sowers,Jr,Indiana,OF,262,0.4,49.222,11.756,0.902,0.366,0.536,0.291,0.245,0.368,0.282,0.076,0.05
Nate Fassnacht,Fr,George Washington,INF,243,0.4,45.653,10.904,0.856,0.403,0.453,0.332,0.121,0.388,0.16,0.095,0.021
Trey Harris,Jr,Missouri,INF,227,0.4,42.647,10.186,0.891,0.383,0.508,0.268,0.24,0.252,0.119,0.141,0.053
Jamey Smart,Jr,LMU (CA),INF,243,0.4,45.653,10.904,0.863,0.403,0.46,0.326,0.134,0.356,0.128,0.095,0.025
