name,Yr,school,position,PA,wOBA,wRC,wRAA,OPS,OBP,SLG,BA,ISO,BABIP,K%,BB%,HR%
Steven Williams,Fr,Auburn,C,295,0.419,59.432,17.837,0.902,0.414,0.488,0.291,0.197,0.321,0.169,0.153,0.041
Hunter Jump,Fr,Arizona St.,INF,110,0.419,22.161,6.651,0.898,0.418,0.48,0.37,0.11,0.419,0.127,0.082,0.009
Sean Sullivan,Jr,Dartmouth,INF,180,0.419,36.264,10.884,0.849,0.461,0.388,0.34,0.048,0.382,0.094,0.161,0.0
Tyler Cowles,Sr,Ohio St.,OF,265,0.419,53.388,16.023,0.918,0.396,0.522,0.322,0.2,0.353,0.143,0.083,0.03
Matt Vierling,Jr,Notre Dame,OF,243,0.419,48.956,14.693,0.912,0.407,0.505,0.31,0.195,0.318,0.115,0.123,0.041
Hogan Brown,Fr,VCU,INF,181,0.419,36.465,10.944,0.865,0.436,0.429,0.344,0.085,0.453,0.21,0.127,0.0
Dezmond Chumley,Jr,Jackson St.,OF,215,0.418,43.115,12.8,0.902,0.419,0.483,0.32,0.163,0.36,0.135,0.112,0.023
Austin Dennis,Jr,Middle Tenn.,INF,265,0.418,53.142,15.777,0.904,0.419,0.485,0.345,0.14,0.363,0.091,0.102,0.019
Brooks Wilson,Sr,Stetson,P,220,0.418,44.118,13.098,0.887,0.432,0.455,0.299,0.156,0.376,0.195,0.159,0.014
Logan Kaletha,Jr,Indiana,INF,284,0.418,56.952,16.908,0.866,0.426,0.44,0.261,0.179,0.308,0.18,0.155,0.028
Eddy Gonzalez,Jr,UIW,OF,254,0.418,50.936,15.122,0.885,0.437,0.448,0.371,0.077,0.392,0.063,0.079,0.008
Jake Garella,So,Saint Louis,INF,257,0.418,51.537,15.3,0.89,0.432,0.458,0.352,0.106,0.456,0.222,0.097,0.008
Blake Billinger,Jr,Valparaiso,INF,248,0.418,49.733,14.765,0.914,0.391,0.523,0.323,0.2,0.346,0.121,0.069,0.028
Ryan Sloniger,Jr,Penn St.,C,198,0.418,39.706,11.788,0.898,0.404,0.494,0.306,0.188,0.37,0.192,0.126,0.025
Marques Inman,So,West Virginia,INF,216,0.418,43.316,12.86,0.923,0.394,0.529,0.319,0.21,0.374,0.19,0.093,0.028
Ryan Benevidez,Jr,Little Rock,OF,152,0.418,30.481,9.049,0.913,0.401,0.512,0.293,0.219,0.378,0.237,0.112,0.033
Christopher Bec,Sr,Maine,C,199,0.418,39.906,11.847,0.934,0.387,0.547,0.318,0.229,0.336,0.131,0.09,0.04
Luke Robinson,Sr,Lafayette,OF,202,0.418,40.508,12.026,0.908,0.411,0.497,0.304,0.193,0.447,0.307,0.139,0.03
Carter Perkins,Jr,South Alabama,C,213,0.417,42.516,12.483,0.91,0.404,0.506,0.301,0.205,0.326,0.155,0.146,0.042
Mason Fishback,Sr,New Mexico St.,C,239,0.417,47.706,14.007,0.902,0.402,0.5,0.307,0.193,0.397,0.251,0.063,0.033
Carter Thompson,So,North Dakota St.,OF,109,0.417,21.757,6.388,0.931,0.385,0.546,0.34,0.206,0.405,0.202,0.073,0.028
Jeff Hahs,Sr,Campbell,OF,185,0.417,36.927,10.842,0.903,0.4,0.503,0.306,0.197,0.375,0.216,0.108,0.032
Ben Porter,Jr,Columbia,OF,121,0.417,24.152,7.091,0.872,0.43,0.442,0.346,0.096,0.396,0.116,0.116,0.0
Chas Hadden,Jr,Belmont,C,254,0.417,50.7,14.886,0.82,0.48,0.34,0.287,0.053,0.327,0.11,0.224,0.0
Max Smith,Jr,UNLV,OF,265,0.417,52.895,15.53,0.924,0.389,0.535,0.313,0.222,0.375,0.215,0.102,0.034
Jimmy Herron,Jr,Duke,OF,307,0.417,61.279,17.992,0.883,0.423,0.46,0.304,0.156,0.32,0.091,0.137,0.016
Collin Harris,Sr,Tennessee Tech,OF,256,0.417,51.099,15.003,0.919,0.398,0.521,0.31,0.211,0.35,0.18,0.113,0.039
Will Trochiano,Fr,Manhattan,INF,108,0.417,21.557,6.329,0.867,0.426,0.441,0.333,0.108,0.395,0.148,0.074,0.009
Austin Masel,So,Holy Cross,OF,172,0.417,34.332,10.08,0.901,0.424,0.477,0.322,0.155,0.376,0.174,0.116,0.023
Logan Driscoll,So,George Mason,C,249,0.417,49.702,14.593,0.903,0.43,0.473,0.342,0.131,0.365,0.1,0.092,0.016
Joey Goodwin,Fr,UMBC,INF,142,0.417,28.344,8.322,0.861,0.444,0.417,0.358,0.059,0.42,0.148,0.113,0.007
Michael Perri,Sr,San Francisco,INF,259,0.417,51.698,15.179,0.933,0.386,0.547,0.336,0.211,0.33,0.077,0.05,0.035
Julio Marcano,Fr,NJIT,INF,139,0.416,27.616,8.017,0.908,0.396,0.512,0.352,0.16,0.412,0.151,0.043,0.014
Nick Reeser,Sr,Saint Louis,INF,242,0.416,48.079,13.957,0.885,0.417,0.468,0.332,0.136,0.381,0.153,0.112,0.017
Tyler Keenan,Fr,Ole Miss,INF,202,0.416,40.132,11.65,0.911,0.391,0.52,0.301,0.219,0.339,0.193,0.074,0.045
Chris Givin,Jr,Xavier,INF,244,0.416,48.477,14.073,0.909,0.398,0.511,0.342,0.169,0.403,0.168,0.066,0.016
Chris Kersey,Sr,Lehigh,INF,213,0.416,42.318,12.285,0.88,0.427,0.453,0.337,0.116,0.389,0.122,0.146,0.0
Mitch Spires,Sr,Winthrop,INF,245,0.416,48.675,14.13,0.925,0.4,0.525,0.321,0.204,0.358,0.163,0.078,0.033
Joe Wainhouse,Sr,Washington,P,249,0.416,49.47,14.361,0.96,0.357,0.603,0.306,0.297,0.364,0.293,0.06,0.076
Joe Davis,Jr,Houston,INF,267,0.416,53.046,15.399,0.932,0.378,0.554,0.318,0.236,0.327,0.131,0.064,0.049
Mason Mcwhorter,So,Ga. Southern,OF,236,0.415,46.668,13.392,0.931,0.39,0.541,0.283,0.258,0.398,0.331,0.102,0.047
Griffin Lockwood-Powell,Fr,Central Mich.,C,206,0.415,40.735,11.689,0.857,0.432,0.425,0.311,0.114,0.39,0.204,0.131,0.019
Clark Brinkman,Jr,Creighton,OF,245,0.415,48.447,13.902,0.883,0.412,0.471,0.317,0.154,0.365,0.147,0.118,0.02
Tim Millard,Jr,DBU,INF,298,0.415,58.928,16.91,0.914,0.386,0.528,0.27,0.258,0.282,0.178,0.121,0.054
Ryan Ramiz,Sr,Seton Hall,OF,213,0.415,42.12,12.087,0.864,0.437,0.427,0.316,0.111,0.37,0.136,0.169,0.0
Chase Murray,So,Georgia Tech,OF,247,0.415,48.843,14.016,0.919,0.409,0.51,0.343,0.167,0.386,0.158,0.109,0.024
Spencer Holcomb,Sr,Western Caro.,C,225,0.415,44.492,12.767,0.923,0.4,0.523,0.352,0.171,0.406,0.178,0.062,0.031
Hunter Slater,Jr,Southern Miss.,INF,278,0.415,54.973,15.775,0.909,0.403,0.506,0.309,0.197,0.389,0.255,0.104,0.043
Nathan Eaton,So,VMI,INF,256,0.415,50.623,14.527,0.905,0.398,0.507,0.287,0.22,0.323,0.168,0.133,0.031
Shay Whitcomb,Fr,UC San Diego,INF,289,0.415,57.148,16.399,0.866,0.429,0.437,0.31,0.127,0.369,0.173,0.142,0.017
Andrew Smith,Jr,LIU,INF,210,0.415,41.526,11.916,0.895,0.41,0.485,0.287,0.198,0.333,0.171,0.143,0.024
Jackson Mims,Jr,Charlotte,INF,268,0.414,52.746,14.958,0.91,0.399,0.511,0.328,0.183,0.36,0.157,0.09,0.034
Connor Mang,Fr,New Mexico,INF,203,0.414,39.953,11.33,0.877,0.424,0.453,0.326,0.127,0.386,0.153,0.118,0.01
Daniel Amaral,Jr,UCLA,OF,254,0.414,49.991,14.177,0.868,0.425,0.443,0.289,0.154,0.337,0.142,0.134,0.012
Elvin Alamo,Jr,Tarleton St.,INF,168,0.414,33.065,9.377,0.848,0.446,0.402,0.341,0.061,0.405,0.131,0.137,0.0
Chad Bible,Jr,San Diego St.,OF,234,0.414,46.054,13.06,0.908,0.385,0.523,0.327,0.196,0.386,0.201,0.03,0.038
Liam Mcgill,So,Columbia,C,229,0.414,45.07,12.781,0.897,0.397,0.5,0.32,0.18,0.406,0.231,0.096,0.026
Tyler Malone,So,Oregon St.,INF,184,0.414,36.214,10.27,0.89,0.413,0.477,0.278,0.199,0.327,0.217,0.174,0.043
Lt Tolbert,Jr,South Carolina,INF,282,0.414,55.502,15.74,0.906,0.408,0.498,0.322,0.176,0.338,0.106,0.085,0.028
Josh Somdecerff,Sr,Central Ark.,INF,229,0.414,45.07,12.781,0.898,0.393,0.505,0.292,0.213,0.331,0.183,0.061,0.035
Nick Anderson,Jr,A&M-Corpus Christi,OF,248,0.413,48.579,13.611,0.862,0.423,0.439,0.283,0.156,0.323,0.149,0.113,0.02
Justin Hayes,Jr,Norfolk St.,OF,195,0.413,38.197,10.702,0.849,0.436,0.413,0.347,0.066,0.396,0.113,0.118,0.005
Nico Hoerner,Jr,Stanford,INF,254,0.413,49.754,13.94,0.909,0.413,0.496,0.345,0.151,0.366,0.087,0.079,0.008
Adam Fogel,So,Hawaii,OF,221,0.413,43.29,12.129,0.911,0.385,0.526,0.296,0.23,0.345,0.195,0.109,0.036
Kyle Mottice,Sr,Cincinnati,INF,268,0.413,52.497,14.709,0.872,0.429,0.443,0.335,0.108,0.378,0.119,0.104,0.011
Hunter Steinmetz,Jr,Missouri St.,OF,237,0.413,46.424,13.007,0.885,0.414,0.471,0.309,0.162,0.372,0.186,0.131,0.021
Anthony Capozziello,Sr,Sacred Heart,OF,141,0.413,27.62,7.739,0.918,0.397,0.521,0.306,0.215,0.403,0.277,0.113,0.043
Patrick Causa,Jr,Mount St. Mary's,INF,231,0.413,45.249,12.678,0.909,0.398,0.511,0.316,0.195,0.342,0.147,0.13,0.026
Corey Howard,Jr,Gardner-Webb,OF,259,0.413,50.734,14.215,0.874,0.425,0.449,0.347,0.102,0.382,0.104,0.108,0.008
Andrew Daschbach,So,Stanford,INF,245,0.412,47.764,13.219,0.942,0.363,0.579,0.287,0.292,0.315,0.245,0.073,0.069
Zach Ashford,Jr,Fresno St.,OF,242,0.412,47.179,13.057,0.894,0.405,0.489,0.352,0.137,0.389,0.099,0.062,0.008
D.J. Porter,Sr,California Baptist,OF,126,0.412,24.564,6.798,0.839,0.437,0.402,0.314,0.088,0.337,0.079,0.167,0.008
Ryan Toohers,So,Villanova,INF,214,0.412,41.72,11.546,0.888,0.416,0.472,0.298,0.174,0.4,0.266,0.131,0.023
Nick Rodriguez,Sr,UNLV,INF,271,0.412,52.832,14.621,0.922,0.38,0.542,0.337,0.205,0.389,0.196,0.055,0.037
Tyler Plantier,Sr,Richmond,OF,176,0.412,34.312,9.496,0.884,0.398,0.486,0.291,0.195,0.33,0.159,0.136,0.028
Jack Claeys,Sr,Northwestern,C,196,0.412,38.211,10.575,0.911,0.393,0.518,0.306,0.212,0.352,0.204,0.092,0.041
Trevor Casanova,Jr,CSUN,C,256,0.411,49.67,13.574,0.89,0.41,0.48,0.345,0.135,0.384,0.141,0.082,0.016
Mark Whitehead,Sr,UIW,OF,209,0.411,40.551,11.082,0.804,0.455,0.349,0.281,0.068,0.328,0.12,0.191,0.0
Tony Kjolsing,Sr,South Dakota St.,INF,252,0.411,48.894,13.362,0.879,0.417,0.462,0.292,0.17,0.376,0.238,0.175,0.028
Chase Cockrell,Jr,Ole Miss,INF,202,0.411,39.193,10.711,0.915,0.376,0.539,0.317,0.222,0.414,0.287,0.064,0.045
Tyler Fowler,So,Tarleton St.,INF,170,0.411,32.984,9.014,0.857,0.424,0.433,0.319,0.114,0.364,0.124,0.129,0.012
Coco Montes,Jr,South Fla.,INF,267,0.41,51.556,13.909,0.884,0.397,0.487,0.331,0.156,0.4,0.18,0.075,0.015
John Glenn,So,California Baptist,INF,233,0.41,44.991,12.138,0.908,0.386,0.522,0.338,0.184,0.419,0.236,0.064,0.034
Steve Passatempo,Jr,UMass Lowell,INF,210,0.41,40.55,10.94,0.898,0.395,0.503,0.304,0.199,0.395,0.271,0.095,0.038
Jared Desantolo,Fr,Fla. Atlantic,INF,129,0.41,24.909,6.72,0.901,0.388,0.513,0.342,0.171,0.4,0.186,0.062,0.031
Kyle Stowers,So,Stanford,OF,241,0.41,46.535,12.554,0.904,0.394,0.51,0.286,0.224,0.329,0.207,0.124,0.041
Will Malbon,Sr,VMI,OF,224,0.41,43.253,11.669,0.916,0.402,0.514,0.307,0.207,0.353,0.192,0.129,0.036
Jake Palomaki,Sr,Boston College,INF,242,0.41,46.729,12.607,0.862,0.417,0.445,0.315,0.13,0.331,0.074,0.14,0.012
Zach Biggers,So,Navy,INF,237,0.41,45.763,12.346,0.884,0.405,0.479,0.343,0.136,0.389,0.118,0.08,0.004
Nick Kanavas,Sr,Kent St.,OF,273,0.41,52.714,14.221,0.861,0.429,0.432,0.358,0.074,0.415,0.132,0.103,0.007
Tyler Smith,Jr,Central Ark.,INF,265,0.41,51.17,13.805,0.864,0.415,0.449,0.285,0.164,0.321,0.147,0.166,0.023
Mickey Dugan,Sr,Gardner-Webb,OF,260,0.41,50.204,13.544,0.886,0.404,0.482,0.318,0.164,0.371,0.185,0.123,0.031
Colin Brockhouse,Sr,Ball St.,OF,268,0.41,51.749,13.961,0.906,0.384,0.522,0.298,0.224,0.337,0.198,0.108,0.041
Lael Lockhart,So,Houston,INF,285,0.41,55.032,14.847,0.844,0.425,0.419,0.297,0.122,0.357,0.165,0.165,0.011
Rowdey Jordan,Fr,Mississippi St.,INF,225,0.409,43.237,11.512,0.909,0.391,0.518,0.321,0.197,0.364,0.178,0.093,0.031
Cam Devanney,So,Elon,INF,190,0.409,36.511,9.721,0.859,0.426,0.433,0.287,0.146,0.31,0.126,0.158,0.026
Andre Lipcius,So,Tennessee,INF,236,0.409,45.35,12.074,0.884,0.411,0.473,0.315,0.158,0.333,0.123,0.119,0.03
Rhett Aplin,Sr,Florida St.,OF,284,0.409,54.574,14.53,0.842,0.426,0.416,0.301,0.115,0.369,0.173,0.165,0.007
Kyle Phillips,Jr,South Fla.,OF,222,0.409,42.66,11.358,0.878,0.401,0.477,0.333,0.144,0.366,0.126,0.059,0.023
Zac Susi,Jr,UConn,C,245,0.409,47.08,12.535,0.843,0.441,0.402,0.335,0.067,0.379,0.114,0.122,0.004
Greg Popatak,Jr,George Mason,INF,189,0.409,36.319,9.67,0.894,0.397,0.497,0.282,0.215,0.43,0.317,0.159,0.026
Jt Thomas,Sr,Mercer,C,263,0.409,50.539,13.456,0.869,0.411,0.458,0.299,0.159,0.326,0.144,0.133,0.03
Kyle Skeels,So,Coastal Carolina,C,111,0.409,21.33,5.679,0.925,0.387,0.538,0.301,0.237,0.365,0.252,0.054,0.045
Matt Padre,Fr,Manhattan,C,198,0.409,38.048,10.13,0.859,0.424,0.435,0.298,0.137,0.349,0.172,0.152,0.02
Jeremy Eierman,Jr,Missouri St.,INF,260,0.409,49.962,13.302,0.901,0.385,0.516,0.287,0.229,0.32,0.181,0.104,0.038
Luke Becker,Sr,Kentucky,INF,258,0.409,49.578,13.2,0.877,0.411,0.466,0.286,0.18,0.329,0.174,0.143,0.027
Matt Paciello,Sr,Chicago St.,OF,218,0.409,41.891,11.153,0.865,0.408,0.457,0.324,0.133,0.365,0.128,0.124,0.014
Hunter Phillips,Jr,Alabama St.,OF,150,0.409,28.824,7.674,0.865,0.413,0.452,0.333,0.119,0.39,0.147,0.107,0.007
Rob Dau,Jr,Air Force,C,247,0.409,47.464,12.637,0.905,0.385,0.52,0.35,0.17,0.417,0.182,0.049,0.02
Hunter Wells,So,Louisiana Tech,INF,291,0.408,55.649,14.618,0.866,0.423,0.443,0.357,0.086,0.399,0.117,0.1,0.007
Shane Kelly,Fr,Bryant,OF,167,0.408,31.936,8.389,0.863,0.419,0.444,0.296,0.148,0.359,0.198,0.12,0.018
Kyle Conger,Sr,Belmont,INF,248,0.408,47.426,12.458,0.881,0.403,0.478,0.303,0.175,0.354,0.173,0.121,0.02
Luke Miller,Jr,Indiana,OF,195,0.408,37.29,9.795,0.94,0.354,0.586,0.309,0.277,0.316,0.179,0.046,0.067
J.T. O'Reel,Sr,Alabama A&M,INF,212,0.408,40.541,10.649,0.882,0.401,0.481,0.33,0.151,0.329,0.052,0.099,0.024
Sam Shaikin,Jr,Valparaiso,INF,262,0.408,50.103,13.161,0.881,0.405,0.476,0.288,0.188,0.329,0.195,0.164,0.034
Dallas Oliver,Sr,Florida A&M,OF,252,0.408,48.191,12.659,0.823,0.437,0.386,0.31,0.076,0.376,0.155,0.083,0.008
Isaac Feldstein,Sr,UConn,OF,248,0.408,47.426,12.458,0.923,0.367,0.556,0.276,0.28,0.346,0.298,0.089,0.056
Jakob Goldfarb,Jr,Oregon,C,230,0.408,43.983,11.553,0.887,0.4,0.487,0.308,0.179,0.367,0.196,0.104,0.026
Doran Turchin,Jr,Illinois,OF,230,0.408,43.983,11.553,0.894,0.391,0.503,0.272,0.231,0.319,0.213,0.148,0.039
Daniel Keating,Sr,Southern Miss.,OF,178,0.408,34.039,8.941,0.895,0.382,0.513,0.308,0.205,0.416,0.287,0.051,0.034
Hanz Harker,Sr,Kansas St.,OF,188,0.408,35.952,9.444,0.821,0.441,0.38,0.285,0.095,0.381,0.213,0.207,0.011
Alsander Womack,Fr,Norfolk St.,INF,211,0.408,40.35,10.599,0.879,0.393,0.486,0.314,0.172,0.331,0.1,0.114,0.024
Mason Fox,Jr,Gardner-Webb,OF,240,0.408,45.896,12.056,0.888,0.4,0.488,0.321,0.167,0.372,0.179,0.104,0.025
Alex Brait,So,FGCU,C,203,0.408,38.82,10.197,0.871,0.404,0.467,0.335,0.132,0.415,0.207,0.079,0.025
Ryan Mota,Jr,California Baptist,INF,180,0.407,34.254,8.874,0.916,0.367,0.549,0.296,0.253,0.364,0.261,0.05,0.05
Ryan Anderson,Jr,UC Davis,OF,236,0.407,44.911,11.635,0.895,0.39,0.505,0.345,0.16,0.38,0.136,0.059,0.025
Jt Arruda,Fr,Fresno St.,INF,244,0.407,46.434,12.03,0.889,0.389,0.5,0.305,0.195,0.35,0.18,0.123,0.033
Nick Brooks,Sr,Gonzaga,INF,141,0.407,26.833,6.952,0.914,0.355,0.559,0.283,0.276,0.364,0.298,0.05,0.057
Brendt Citta,So,Kansas,OF,232,0.407,44.15,11.438,0.87,0.397,0.473,0.322,0.151,0.376,0.159,0.073,0.017
Carlos Cortes,So,South Carolina,OF,277,0.407,52.714,13.657,0.89,0.39,0.5,0.265,0.235,0.249,0.116,0.155,0.054
Justin Jones,Sr,Georgia St.,INF,248,0.407,47.195,12.227,0.875,0.407,0.468,0.302,0.166,0.337,0.133,0.121,0.024
Gunnar Lambert,Jr,Fla. Atlantic,C,229,0.407,43.579,11.29,0.883,0.397,0.486,0.246,0.24,0.25,0.175,0.183,0.052
John Marti,So,Lafayette,INF,209,0.407,39.773,10.304,0.875,0.416,0.459,0.348,0.111,0.379,0.096,0.1,0.01
Jonathan Allen,Jr,San Francisco,OF,261,0.407,49.669,12.868,0.886,0.406,0.48,0.308,0.172,0.373,0.203,0.103,0.027
Jonah Bride,Sr,South Carolina,INF,278,0.407,52.904,13.706,0.839,0.424,0.415,0.301,0.114,0.342,0.133,0.122,0.014
Jeremy Brown,Sr,Arkansas St.,INF,223,0.407,42.437,10.994,0.882,0.39,0.492,0.316,0.176,0.393,0.202,0.094,0.018
Clayton Harp,Jr,Sam Houston St.,OF,227,0.407,43.199,11.192,0.874,0.414,0.46,0.323,0.137,0.376,0.163,0.101,0.022
Bryce Jordan,Jr,LSU,INF,114,0.407,21.694,5.62,0.814,0.43,0.384,0.256,0.128,0.328,0.202,0.167,0.018
Alex Hanson,Sr,Mercer,OF,295,0.407,56.139,14.544,0.876,0.403,0.473,0.313,0.16,0.345,0.139,0.102,0.031
Jesus Santana,Sr,Jackson St.,INF,220,0.407,41.867,10.847,0.906,0.391,0.515,0.301,0.214,0.362,0.232,0.109,0.041
Chris Lanzilli,Fr,Wake Forest,OF,186,0.407,35.396,9.17,0.905,0.376,0.529,0.268,0.261,0.33,0.269,0.145,0.048
Ryan Chandler,Sr,Rice,OF,281,0.406,53.214,13.593,0.839,0.431,0.408,0.336,0.072,0.39,0.125,0.117,0.0
Charlie Concannon,Jr,Saint Joseph's,INF,206,0.406,39.011,9.965,0.881,0.398,0.483,0.317,0.166,0.4,0.228,0.097,0.024
Keaton Presley,Sr,Central Ark.,OF,250,0.406,47.343,12.093,0.882,0.4,0.482,0.277,0.205,0.305,0.152,0.14,0.028
Luke Morgan,Sr,Col. of Charleston,INF,254,0.406,48.101,12.287,0.886,0.39,0.496,0.326,0.17,0.344,0.106,0.091,0.028
Brendan Venter,Jr,Auburn,INF,290,0.406,54.918,14.028,0.893,0.383,0.51,0.307,0.203,0.33,0.155,0.066,0.041
Ryan Hooper,Sr,UC Davis,OF,236,0.406,44.692,11.416,0.87,0.39,0.48,0.294,0.186,0.358,0.208,0.072,0.03
Ben Aslett,Sr,UT Martin,INF,177,0.406,33.519,8.562,0.86,0.412,0.448,0.318,0.13,0.391,0.203,0.096,0.023
Julian Escobedo,So,San Diego St.,OF,254,0.406,48.101,12.287,0.854,0.425,0.429,0.316,0.113,0.357,0.118,0.146,0.008
Tristen Gagan,Sr,Southeast Mo. St.,INF,262,0.406,49.615,12.673,0.895,0.389,0.506,0.307,0.199,0.337,0.153,0.095,0.031
Mike Antico,So,St. John's (NY),OF,137,0.406,25.944,6.627,0.891,0.387,0.504,0.308,0.196,0.337,0.161,0.109,0.036
Chase Sebby,Jr,Ball St.,C,219,0.405,41.269,10.39,0.824,0.429,0.395,0.293,0.102,0.37,0.178,0.128,0.009
Cory Wood,So,Coastal Carolina,INF,286,0.405,53.894,13.568,0.824,0.434,0.39,0.296,0.094,0.325,0.08,0.182,0.0
Chandler Taylor,Jr,Alabama,OF,207,0.405,39.007,9.82,0.898,0.386,0.512,0.223,0.289,0.238,0.261,0.184,0.063
Joe Becht,Sr,Santa Clara,INF,230,0.405,43.342,10.912,0.836,0.417,0.419,0.29,0.129,0.37,0.196,0.143,0.013
Brock Weimer,Jr,SIUE,C,221,0.405,41.646,10.485,0.867,0.394,0.473,0.275,0.198,0.368,0.281,0.113,0.036
Tyler Osik,Jr,UCF,OF,230,0.405,43.342,10.912,0.876,0.391,0.485,0.31,0.175,0.353,0.187,0.074,0.039
Julian Gallup,Sr,Niagara,OF,165,0.405,31.093,7.828,0.874,0.388,0.486,0.296,0.19,0.363,0.212,0.097,0.03
Ian Evans,Sr,Grand Canyon,INF,247,0.405,46.545,11.718,0.864,0.413,0.451,0.333,0.118,0.358,0.101,0.101,0.012
Kyle Wilkie,So,Clemson,C,262,0.405,49.372,12.43,0.856,0.416,0.44,0.324,0.116,0.394,0.187,0.13,0.019
Alex Bernauer,Sr,Georgetown,INF,163,0.405,30.716,7.733,0.902,0.374,0.528,0.292,0.236,0.327,0.172,0.086,0.031
Rigsby Mosley,So,Troy,P,237,0.405,44.661,11.244,0.893,0.388,0.505,0.322,0.183,0.341,0.118,0.105,0.021
Conor Grammes,So,Xavier,INF,224,0.405,42.211,10.627,0.892,0.375,0.517,0.33,0.187,0.376,0.188,0.049,0.045
Colin Kreiter,Jr,Milwaukee,OF,225,0.405,42.399,10.674,0.862,0.4,0.462,0.318,0.144,0.358,0.133,0.067,0.018
Mason Mallard,Jr,Louisiana Tech,OF,271,0.405,51.068,12.857,0.857,0.41,0.447,0.281,0.166,0.322,0.148,0.129,0.022
Trey Stine,Sr,New Mexico St.,INF,255,0.404,47.815,11.86,0.867,0.396,0.471,0.291,0.18,0.346,0.18,0.09,0.02
Grant Buck,Jr,Houston Baptist,INF,124,0.404,23.251,5.767,0.858,0.403,0.455,0.287,0.168,0.362,0.226,0.161,0.032
Kyle Baker,Jr,Delaware,OF,233,0.404,43.69,10.837,0.876,0.395,0.481,0.354,0.127,0.397,0.124,0.06,0.009
Riley Keizor,So,Oral Roberts,C,234,0.404,43.878,10.884,0.856,0.415,0.441,0.293,0.148,0.355,0.197,0.158,0.026
Matthew Ronai,Jr,Merrimack,INF,234,0.404,43.878,10.884,0.857,0.41,0.447,0.34,0.107,0.402,0.171,0.064,0.004
Spencer Halloran,Sr,Houston Baptist,OF,273,0.404,51.191,12.698,0.893,0.381,0.512,0.32,0.192,0.343,0.139,0.077,0.033
Joey Loperfido,Fr,Duke,INF,267,0.404,50.066,12.419,0.876,0.401,0.475,0.315,0.16,0.387,0.206,0.105,0.022
Chris Wright,So,Bryant,P,226,0.404,42.378,10.512,0.857,0.416,0.441,0.313,0.128,0.335,0.106,0.119,0.022
Gio Diaz,Fr,Saint Mary's (CA),INF,119,0.404,22.314,5.535,0.823,0.429,0.394,0.319,0.075,0.361,0.101,0.076,0.0
Jacob Southern,So,Jacksonville,C,168,0.404,31.502,7.814,0.853,0.399,0.454,0.231,0.223,0.284,0.256,0.179,0.042
Colby Maiola,Sr,UMass Lowell,OF,238,0.404,44.628,11.07,0.872,0.408,0.464,0.276,0.188,0.397,0.303,0.126,0.029
Danny Long,So,Monmouth,INF,223,0.404,41.815,10.372,0.859,0.413,0.446,0.286,0.16,0.388,0.251,0.13,0.022
Zach Michalski,Sr,N.C. Central,INF,205,0.404,38.44,9.535,0.901,0.376,0.525,0.318,0.207,0.32,0.117,0.083,0.039
Nate Sterijevski,Jr,Bethune-Cookman,INF,241,0.404,45.19,11.209,0.852,0.419,0.433,0.325,0.108,0.353,0.108,0.12,0.017
Robert Boselli Iii,Sr,St. John's (NY),C,196,0.404,36.752,9.116,0.874,0.393,0.481,0.285,0.196,0.406,0.296,0.107,0.02
Chad Roberts,Sr,Northern Ky.,INF,225,0.404,42.19,10.465,0.893,0.373,0.52,0.291,0.229,0.296,0.151,0.111,0.053
Spencer Brickhouse,So,East Carolina,OF,278,0.404,52.128,12.93,0.894,0.392,0.502,0.298,0.204,0.302,0.122,0.119,0.036
Drexler Macaay,Jr,Grambling,C,125,0.404,23.439,5.814,0.86,0.416,0.444,0.323,0.121,0.349,0.104,0.128,0.016
Trent Bowles,Sr,UTSA,OF,247,0.403,46.086,11.259,0.897,0.377,0.52,0.323,0.197,0.4,0.231,0.065,0.032
Jake Mackenzie,Fr,Fordham,INF,241,0.403,44.966,10.985,0.901,0.378,0.523,0.291,0.232,0.301,0.112,0.104,0.033
Andrew Rosa,Sr,Oklahoma St.,INF,175,0.403,32.652,7.977,0.84,0.406,0.434,0.287,0.147,0.371,0.217,0.097,0.011
Carter Bins,So,Fresno St.,C,198,0.403,36.943,9.025,0.895,0.369,0.526,0.301,0.225,0.354,0.207,0.086,0.035
Braden Shewmake,So,Texas A&M,INF,272,0.403,50.75,12.398,0.872,0.419,0.453,0.327,0.126,0.341,0.081,0.077,0.018
Niko Kavadas,Fr,Notre Dame,INF,165,0.403,30.786,7.521,0.851,0.406,0.445,0.299,0.146,0.33,0.145,0.109,0.03
Patrick Lagravinese,Jr,Albany (NY),INF,205,0.403,38.249,9.344,0.83,0.429,0.401,0.305,0.096,0.373,0.156,0.176,0.005
Dillon Paulson,Jr,Southern California,INF,225,0.403,41.981,10.256,0.887,0.387,0.5,0.255,0.245,0.259,0.147,0.156,0.044
Shane Hanon,Jr,Marshall,OF,159,0.403,29.666,7.247,0.848,0.409,0.439,0.324,0.115,0.372,0.145,0.113,0.019
Luke Shadid,So,Bradley,INF,196,0.403,36.57,8.934,0.875,0.393,0.482,0.325,0.157,0.394,0.163,0.061,0.01
Greg Kocinski,Sr,Marist,INF,228,0.403,42.541,10.393,0.873,0.399,0.474,0.289,0.185,0.314,0.149,0.136,0.035
Jake Hirabayashi,Jr,UCLA,C,131,0.403,24.442,5.971,0.83,0.42,0.41,0.28,0.13,0.342,0.176,0.153,0.015
