name,Yr,school,position,PA,wOBA,wRC,wRAA,OPS,OBP,SLG,BA,ISO,BABIP,K%,BB%,HR%
Drew Mount,Jr,Kansas St.,OF,235,0.446,53.247,20.112,0.989,0.451,0.538,0.292,0.246,0.358,0.234,0.145,0.038
Stephan Vidal,Sr,Jackson St.,C,210,0.446,47.582,17.972,0.97,0.443,0.527,0.335,0.192,0.352,0.105,0.162,0.029
Garrett Kueber,Sr,Austin Peay,INF,207,0.446,46.902,17.715,0.954,0.454,0.5,0.34,0.16,0.443,0.213,0.164,0.019
Dillan Shrum,So,Nevada,INF,206,0.445,46.484,17.438,0.979,0.413,0.566,0.312,0.254,0.341,0.146,0.068,0.034
Matt Brown,Sr,Missouri St.,INF,222,0.445,50.095,18.793,0.969,0.432,0.537,0.241,0.296,0.284,0.279,0.171,0.063
Raul Hernandez,Jr,Jackson St.,INF,228,0.445,51.448,19.3,0.991,0.421,0.57,0.377,0.193,0.447,0.189,0.066,0.031
Tyler Kapuscinski,So,Marist,INF,160,0.445,36.104,13.544,0.961,0.45,0.511,0.366,0.145,0.378,0.088,0.144,0.019
Brendan Donovan,Jr,South Alabama,INF,270,0.445,60.926,22.856,0.936,0.456,0.48,0.302,0.178,0.329,0.122,0.185,0.019
Dan Schock,Sr,Sacred Heart,OF,210,0.445,47.387,17.777,1.023,0.4,0.623,0.311,0.312,0.396,0.29,0.1,0.062
Devin Mann,Jr,Louisville,INF,302,0.444,67.866,25.284,0.958,0.454,0.504,0.303,0.201,0.335,0.149,0.195,0.023
D.J. Artis,Jr,Liberty,OF,288,0.444,64.72,24.112,0.919,0.462,0.457,0.292,0.165,0.359,0.17,0.181,0.014
James Ciliento,So,Bryant,OF,226,0.444,50.787,18.921,0.96,0.442,0.518,0.377,0.141,0.431,0.142,0.071,0.013
Blake Baumgartner,Fr,UC San Diego,INF,140,0.444,31.461,11.721,0.973,0.429,0.544,0.325,0.219,0.395,0.221,0.143,0.036
Itchy Burts,So,A&M-Corpus Christi,INF,155,0.444,34.832,12.977,0.937,0.477,0.46,0.394,0.066,0.432,0.084,0.103,0.0
Zach Biermann,Jr,Coastal Carolina,DH,258,0.444,57.978,21.6,0.98,0.419,0.561,0.302,0.259,0.329,0.178,0.136,0.05
Nick Dunn,Jr,Maryland,INF,252,0.444,56.63,21.098,0.99,0.429,0.561,0.33,0.231,0.319,0.075,0.127,0.04
Cameron Cannon,So,Arizona,INF,262,0.443,58.633,21.691,0.976,0.427,0.549,0.321,0.228,0.324,0.084,0.141,0.031
Jake Vieth,Sr,Gonzaga,INF,247,0.443,55.276,20.449,0.962,0.457,0.505,0.302,0.203,0.386,0.255,0.146,0.04
Connor Pauly,Jr,Morehead St.,OF,276,0.443,61.766,22.85,0.961,0.435,0.526,0.339,0.187,0.359,0.105,0.138,0.029
Heston Kjerstad,Fr,Arkansas,OF,311,0.443,69.599,25.748,0.981,0.428,0.553,0.332,0.221,0.365,0.177,0.084,0.045
Madison Stokes,Sr,South Carolina,INF,220,0.443,49.234,18.214,0.993,0.414,0.579,0.322,0.257,0.361,0.2,0.132,0.05
Vito Friscia,Jr,Hofstra,C,195,0.443,43.639,16.144,0.96,0.446,0.514,0.353,0.161,0.406,0.169,0.113,0.036
Nick Ames,Jr,UNLV,INF,251,0.442,55.938,20.547,1.021,0.398,0.623,0.293,0.33,0.326,0.255,0.135,0.072
Nick Podkul,Jr,Notre Dame,INF,252,0.442,56.161,20.629,0.965,0.44,0.525,0.312,0.213,0.331,0.127,0.127,0.032
Alex Eliopulos,Jr,UC San Diego,INF,280,0.442,62.401,22.921,0.983,0.436,0.547,0.312,0.235,0.292,0.079,0.143,0.05
Dougie Parks,Sr,Eastern Ill.,INF,245,0.442,54.601,20.056,0.988,0.416,0.572,0.279,0.293,0.27,0.147,0.171,0.061
Jonathan Engelmann,Jr,Michigan,OF,247,0.442,55.047,20.22,0.958,0.437,0.521,0.351,0.17,0.405,0.166,0.101,0.024
Ben Gibson,Sr,Quinnipiac,P,227,0.442,50.589,18.582,1.022,0.388,0.634,0.322,0.312,0.338,0.203,0.079,0.079
Le Bassett,Fr,Mercer,INF,178,0.442,39.669,14.571,1.049,0.371,0.678,0.282,0.396,0.301,0.287,0.101,0.096
Nick Fortes,Jr,Ole Miss,C,291,0.442,64.852,23.821,0.959,0.44,0.519,0.319,0.2,0.314,0.086,0.158,0.038
Jimmy Glowenke,Fr,DBU,INF,287,0.441,63.694,23.227,0.978,0.432,0.546,0.336,0.21,0.33,0.091,0.108,0.035
Danny Casals,Jr,Maine,INF,222,0.441,49.269,17.967,1.003,0.41,0.593,0.302,0.291,0.32,0.203,0.144,0.063
Jake Mangum,Jr,Mississippi St.,OF,325,0.441,72.127,26.302,0.944,0.465,0.479,0.351,0.128,0.381,0.089,0.092,0.009
Kyle Datres,Jr,North Carolina,INF,314,0.441,69.686,25.412,0.947,0.436,0.511,0.345,0.166,0.378,0.121,0.105,0.022
Josh Watson,Jr,TCU,OF,261,0.441,57.924,21.123,0.943,0.448,0.495,0.305,0.19,0.357,0.18,0.153,0.031
Parker Sniatynski,Sr,Saint Louis,P,260,0.441,57.702,21.042,0.982,0.412,0.57,0.313,0.257,0.374,0.204,0.104,0.035
Tyson Hays,Fr,Illinois St.,C,109,0.441,24.19,8.821,0.884,0.468,0.416,0.247,0.169,0.308,0.202,0.248,0.028
Chase Calabuig,Sr,San Diego St.,OF,279,0.441,61.919,22.58,0.977,0.43,0.547,0.35,0.197,0.377,0.104,0.104,0.018
Joe Simone,So,Rider,OF,213,0.441,47.271,17.238,0.926,0.446,0.48,0.331,0.149,0.429,0.197,0.136,0.005
Tj Hopkins,Jr,South Carolina,OF,144,0.441,31.958,11.654,0.94,0.444,0.496,0.345,0.151,0.429,0.188,0.132,0.014
Andrew Szamski,Jr,Radford,OF,156,0.441,34.621,12.625,0.97,0.423,0.547,0.336,0.211,0.385,0.16,0.115,0.026
Drew Mendoza,So,Florida St.,INF,282,0.441,62.584,22.822,0.941,0.45,0.491,0.312,0.179,0.396,0.223,0.163,0.025
Matt Heck,Sr,Houston Baptist,C,258,0.44,57.018,20.64,0.974,0.422,0.552,0.348,0.204,0.403,0.178,0.089,0.035
Nick Madrigal,Jr,Oregon St.,INF,199,0.44,43.979,15.92,0.953,0.442,0.511,0.367,0.144,0.368,0.035,0.08,0.015
Blake Chisolm,Sr,Sam Houston St.,P,231,0.44,51.051,18.48,0.947,0.429,0.518,0.321,0.197,0.372,0.177,0.095,0.035
Austen Zente,Sr,High Point,OF,255,0.44,56.355,20.4,0.953,0.424,0.529,0.298,0.231,0.353,0.224,0.078,0.051
Evan Edwards,Jr,NC State,INF,246,0.44,54.366,19.68,0.983,0.419,0.564,0.297,0.267,0.35,0.256,0.167,0.061
Isaiah Pasteur,Sr,George Washington,INF,266,0.44,58.786,21.28,0.991,0.402,0.589,0.331,0.258,0.392,0.211,0.098,0.041
Wells Davis,Jr,South Alabama,INF,254,0.44,56.134,20.32,0.933,0.449,0.484,0.295,0.189,0.336,0.173,0.209,0.031
Jordan Verdon,Jr,San Diego St.,INF,266,0.439,58.539,21.033,1.003,0.395,0.608,0.333,0.275,0.344,0.135,0.068,0.045
Alfonso Rivas,Jr,Arizona,INF,265,0.439,58.318,20.953,0.959,0.43,0.529,0.342,0.187,0.378,0.143,0.106,0.026
Tristen Carranza,Jr,New Mexico St.,INF,248,0.439,54.577,19.609,0.944,0.427,0.517,0.325,0.192,0.376,0.173,0.069,0.036
Steven Kwan,Jr,Oregon St.,OF,313,0.439,68.882,24.749,0.927,0.47,0.457,0.355,0.102,0.374,0.058,0.16,0.006
Gabe Holt,Fr,Texas Tech,INF,316,0.439,69.542,24.986,0.934,0.449,0.485,0.348,0.137,0.381,0.111,0.12,0.019
Justin Mazzone,Fr,Seattle U,INF,139,0.439,30.59,10.991,0.914,0.453,0.461,0.339,0.122,0.4,0.158,0.129,0.022
Tanner Murphy,So,North Florida,OF,255,0.439,56.118,20.163,0.958,0.424,0.534,0.326,0.208,0.358,0.149,0.122,0.039
Matt Kroon,Jr,Oklahoma St.,INF,268,0.439,58.979,21.191,0.962,0.418,0.544,0.3,0.244,0.36,0.213,0.134,0.041
Franky Montesino,Jr,Southern U.,INF,107,0.438,23.448,8.361,0.826,0.514,0.312,0.312,0.0,0.4,0.159,0.196,0.0
Gustavo Rios,Sr,Alabama St.,INF,197,0.438,43.17,15.393,0.944,0.447,0.497,0.34,0.157,0.358,0.117,0.137,0.025
David Kyriacou,Jr,Kansas,INF,107,0.438,23.448,8.361,0.939,0.439,0.5,0.269,0.231,0.296,0.187,0.159,0.047
Casey Martin,Fr,Arkansas,INF,290,0.438,63.55,22.66,0.97,0.414,0.556,0.345,0.211,0.418,0.221,0.093,0.045
Jeremy Ydens,So,UCLA,OF,255,0.438,55.881,19.926,0.978,0.42,0.558,0.35,0.208,0.422,0.196,0.078,0.024
Justin Beck,Sr,UC San Diego,INF,232,0.438,50.84,18.128,0.957,0.427,0.53,0.308,0.222,0.35,0.172,0.168,0.039
Dean Lockery,Sr,Central Conn. St.,INF,208,0.438,45.581,16.253,0.93,0.471,0.459,0.331,0.128,0.356,0.106,0.173,0.019
Matthew Guidry,So,Southern Miss.,INF,230,0.438,50.402,17.972,0.94,0.443,0.497,0.328,0.169,0.376,0.165,0.148,0.022
Ford Proctor,Jr,Rice,INF,280,0.438,61.359,21.879,0.951,0.436,0.515,0.346,0.169,0.394,0.164,0.132,0.029
Liam Sabino,Jr,Pittsburgh,INF,255,0.438,55.881,19.926,0.995,0.4,0.595,0.286,0.309,0.37,0.31,0.141,0.063
Jacky  Jr Miles,Sr,Florida A&M,C,215,0.438,47.115,16.8,0.942,0.442,0.5,0.346,0.154,0.368,0.112,0.107,0.028
Matt Munoz,Jr,Abilene Christian,OF,216,0.437,47.133,16.677,0.959,0.417,0.542,0.316,0.226,0.369,0.153,0.093,0.019
Bryan Arias,Jr,UTSA,INF,257,0.437,56.08,19.843,0.959,0.416,0.543,0.335,0.208,0.402,0.202,0.113,0.031
Nick Howie,So,Eastern Ky.,OF,266,0.437,58.044,20.538,0.956,0.421,0.535,0.336,0.199,0.384,0.177,0.132,0.038
Zane Harris,Fr,Wright St.,INF,138,0.437,30.113,10.655,0.937,0.442,0.495,0.342,0.153,0.357,0.101,0.145,0.022
Greyson Jenista,Jr,Wichita St.,OF,260,0.437,56.734,20.074,0.925,0.45,0.475,0.309,0.166,0.344,0.158,0.192,0.035
Darnell Maisonet-Velez,Jr,Delaware St.,OF,147,0.437,32.077,11.35,0.931,0.456,0.475,0.297,0.178,0.303,0.102,0.184,0.034
Hunter Morris,Jr,Eastern Ill.,C,216,0.436,46.932,16.476,0.975,0.403,0.572,0.326,0.246,0.347,0.157,0.111,0.051
Emilio Nogales,Fr,Fresno St.,INF,101,0.436,21.945,7.704,0.93,0.436,0.494,0.341,0.153,0.438,0.198,0.149,0.01
Gehrig Parker,Sr,Butler,OF,252,0.436,54.754,19.222,0.961,0.425,0.536,0.336,0.2,0.379,0.155,0.119,0.028
Drew Frederic,So,Troy,INF,292,0.436,63.445,22.273,0.95,0.425,0.525,0.331,0.194,0.427,0.223,0.12,0.024
Chris Williams,Sr,Clemson,INF,286,0.436,62.142,21.816,0.978,0.416,0.562,0.281,0.281,0.284,0.182,0.15,0.063
Ian Dawkins,Sr,Sacramento St.,OF,273,0.436,59.317,20.824,0.957,0.429,0.528,0.359,0.169,0.409,0.15,0.081,0.022
Ryne Ogren,Jr,Elon,INF,276,0.436,59.969,21.053,0.914,0.457,0.457,0.338,0.119,0.351,0.076,0.159,0.011
Noah Cummings,Sr,Oral Roberts,OF,225,0.436,48.888,17.163,0.977,0.44,0.537,0.318,0.219,0.357,0.182,0.111,0.04
Trey Bridis,Sr,Youngstown St.,OF,259,0.436,56.275,19.756,0.955,0.417,0.538,0.292,0.246,0.377,0.27,0.162,0.05
Parker Chavers,Fr,Coastal Carolina,INF,263,0.436,57.144,20.061,0.935,0.437,0.498,0.323,0.175,0.401,0.205,0.148,0.027
Will Brennan,So,Kansas St.,OF,258,0.436,56.058,19.68,0.908,0.481,0.427,0.359,0.068,0.374,0.043,0.124,0.0
Jared Mccarver,Sr,Tarleton St.,OF,225,0.435,48.678,16.953,0.964,0.409,0.555,0.304,0.251,0.38,0.267,0.084,0.053
Grant Mathews,So,Tulane,INF,115,0.435,24.88,8.665,0.963,0.409,0.554,0.347,0.207,0.356,0.096,0.096,0.035
Alex Mckenna,Jr,Cal Poly,OF,275,0.435,59.496,20.721,0.935,0.429,0.506,0.339,0.167,0.388,0.142,0.098,0.018
Hayden Schilling,Jr,New Mexico,INF,216,0.435,46.731,16.275,0.915,0.454,0.461,0.348,0.113,0.384,0.088,0.125,0.005
Jonathan White,Jr,Presbyterian,INF,253,0.435,54.736,19.063,0.95,0.431,0.519,0.358,0.161,0.402,0.146,0.091,0.032
Drew Wiss,Jr,Air Force,OF,254,0.435,54.953,19.139,0.936,0.429,0.507,0.326,0.181,0.398,0.193,0.102,0.024
Hunter Strong,Jr,Central Ark.,OF,270,0.435,58.414,20.344,0.945,0.426,0.519,0.338,0.181,0.354,0.081,0.096,0.019
Lee Sponseller,Sr,Coastal Carolina,OF,192,0.435,41.539,14.467,0.938,0.422,0.516,0.29,0.226,0.325,0.151,0.167,0.031
Ruben Rodriguez,Sr,Tarleton St.,INF,223,0.435,48.246,16.803,0.924,0.448,0.476,0.325,0.151,0.347,0.103,0.13,0.013
David Miranda,Sr,Fla. Atlantic,OF,266,0.435,57.549,20.043,0.953,0.421,0.532,0.326,0.206,0.358,0.143,0.105,0.034
Sean Sutton,Sr,Seattle U,INF,238,0.435,51.491,17.933,0.923,0.454,0.469,0.328,0.141,0.368,0.151,0.126,0.025
Logan Ehnes,Jr,New Mexico St.,OF,249,0.435,53.871,18.762,0.945,0.43,0.515,0.314,0.201,0.352,0.145,0.141,0.028
Jeremiah Burks,Jr,Fresno St.,INF,238,0.434,51.27,17.712,0.96,0.416,0.544,0.34,0.204,0.427,0.235,0.08,0.038
Brett Kinneman,Jr,NC State,OF,282,0.434,60.748,20.986,0.978,0.397,0.581,0.274,0.307,0.305,0.23,0.163,0.06
Alex Junior,Jr,Tennessee Tech,OF,339,0.434,73.027,25.228,0.91,0.445,0.465,0.316,0.149,0.384,0.174,0.165,0.021
Kevin Milam,So,Saint Mary's (CA),P,231,0.434,49.762,17.191,0.923,0.468,0.455,0.302,0.153,0.359,0.182,0.139,0.022
Steven Wells,Sr,Florida St.,OF,242,0.433,51.906,17.784,0.908,0.442,0.466,0.261,0.205,0.32,0.202,0.211,0.029
Jared Mccunn,Sr,SIUE,INF,227,0.433,48.689,16.682,0.92,0.436,0.484,0.321,0.163,0.351,0.137,0.141,0.031
Brandon Bell,Jr,Georgia St.,INF,158,0.433,33.889,11.611,0.93,0.43,0.5,0.333,0.167,0.429,0.241,0.139,0.032
Carson Mcgregory,Sr,Alabama A&M,INF,183,0.433,39.251,13.448,0.93,0.443,0.487,0.331,0.156,0.348,0.087,0.098,0.016
Edouard Julien,Fr,Auburn,INF,249,0.433,53.408,18.299,0.966,0.41,0.556,0.275,0.281,0.357,0.317,0.153,0.068
Trey Harris,Sr,Missouri,OF,251,0.433,53.837,18.446,0.95,0.434,0.516,0.316,0.2,0.331,0.135,0.088,0.044
Luke Horanski,Jr,Virginia Tech,C,174,0.433,37.321,12.787,0.924,0.431,0.493,0.314,0.179,0.381,0.184,0.126,0.023
Anthony Schneider,Sr,South Dakota St.,INF,204,0.433,43.756,14.992,0.958,0.426,0.532,0.295,0.237,0.345,0.201,0.127,0.039
Dale Wickham,Sr,Cornell,OF,161,0.432,34.383,11.682,0.916,0.441,0.475,0.27,0.205,0.298,0.161,0.155,0.031
Brandon Lockridge,Jr,Troy,OF,299,0.432,63.854,21.695,0.918,0.438,0.48,0.307,0.173,0.36,0.154,0.124,0.013
Andy Weber,Jr,Virginia,INF,246,0.432,52.535,17.849,0.959,0.423,0.536,0.344,0.192,0.374,0.13,0.089,0.02
Cade Harris,Jr,Oklahoma,INF,310,0.432,66.203,22.493,0.902,0.442,0.46,0.274,0.186,0.361,0.216,0.213,0.016
Kaleb Foster,Jr,Nevada,C,150,0.432,32.034,10.884,0.942,0.407,0.535,0.31,0.225,0.351,0.173,0.067,0.04
Jason Costa,Sr,Furman,C,205,0.432,43.779,14.874,0.941,0.415,0.526,0.312,0.214,0.363,0.2,0.122,0.044
Connor Kopach,Sr,Southern Ill.,INF,273,0.432,58.301,19.808,0.943,0.421,0.522,0.336,0.186,0.38,0.154,0.121,0.022
Cody Hawken,Jr,Portland,OF,224,0.432,47.837,16.253,0.958,0.411,0.547,0.316,0.231,0.342,0.17,0.085,0.045
Nico Mascia,So,Tennessee,C,151,0.432,32.247,10.956,0.917,0.43,0.487,0.278,0.209,0.333,0.192,0.139,0.033
Tyler Lyne,Sr,Merrimack,OF,242,0.432,51.681,17.559,0.952,0.413,0.539,0.384,0.155,0.412,0.103,0.058,0.008
Logan Davidson,So,Clemson,INF,301,0.431,64.001,21.56,0.949,0.405,0.544,0.292,0.252,0.347,0.226,0.143,0.05
Hayden Senger,Jr,Miami (OH),C,219,0.431,46.566,15.687,0.936,0.425,0.511,0.344,0.167,0.36,0.087,0.087,0.014
Kyle Nobach,Jr,Oregon St.,OF,144,0.431,30.618,10.314,0.948,0.41,0.538,0.299,0.239,0.367,0.236,0.132,0.042
Vinny Capra,Sr,Richmond,INF,247,0.431,52.519,17.692,0.922,0.437,0.485,0.327,0.158,0.357,0.117,0.142,0.02
Tyler Lowe,Jr,Chicago St.,INF,219,0.431,46.566,15.687,0.953,0.416,0.537,0.376,0.161,0.451,0.21,0.055,0.037
Trevor Snyder,Jr,Morehead St.,INF,275,0.431,58.473,19.698,0.984,0.378,0.606,0.335,0.271,0.325,0.124,0.058,0.065
Richie Garcia,So,FGCU,INF,248,0.431,52.732,17.764,0.944,0.411,0.533,0.324,0.209,0.351,0.133,0.105,0.028
Caleb Kyle,So,Abilene Christian,OF,182,0.43,38.529,12.867,0.919,0.429,0.49,0.313,0.177,0.339,0.104,0.132,0.022
Jackson Thoreson,Sr,Saint Mary's (CA),C,223,0.43,47.209,15.766,0.942,0.426,0.516,0.288,0.228,0.306,0.152,0.139,0.04
Joseph Estrada,Sr,Alabama St.,OF,265,0.43,56.1,18.735,0.913,0.434,0.479,0.33,0.149,0.404,0.189,0.106,0.015
Gunnar Troutwine,Sr,Wichita St.,C,216,0.43,45.727,15.271,0.931,0.426,0.505,0.302,0.203,0.348,0.176,0.157,0.032
Lucas Denney,Sr,Seattle U,INF,116,0.43,24.557,8.201,0.935,0.414,0.521,0.255,0.266,0.317,0.25,0.138,0.043
Colin Simpson,Jr,Oklahoma St.,C,264,0.43,55.888,18.664,0.976,0.398,0.578,0.28,0.298,0.304,0.235,0.14,0.068
Ryan Stekl,Sr,Canisius,INF,255,0.43,53.983,18.028,0.937,0.416,0.521,0.3,0.221,0.335,0.173,0.141,0.039
Giovanni Garbella,Sr,Valparaiso,OF,200,0.43,42.34,14.14,0.927,0.415,0.512,0.304,0.208,0.374,0.225,0.13,0.04
Lee Solomon,Sr,Lipscomb,INF,166,0.429,34.987,11.581,0.953,0.404,0.549,0.286,0.263,0.309,0.175,0.127,0.048
Perry Hunt,Jr,N.C. A&T,INF,230,0.429,48.477,16.047,0.917,0.43,0.487,0.316,0.171,0.396,0.209,0.143,0.026
David Garza,Sr,Tennessee Tech,INF,313,0.429,65.97,21.837,0.964,0.396,0.568,0.311,0.257,0.317,0.15,0.115,0.054
Carter Williams,So,N.C. Central,OF,225,0.429,47.423,15.698,0.934,0.413,0.521,0.307,0.214,0.331,0.12,0.124,0.027
Jeff Riedel,Sr,Ball St.,OF,260,0.429,54.8,18.14,0.937,0.415,0.522,0.332,0.19,0.369,0.131,0.081,0.023
John Rave,So,Illinois St.,OF,250,0.429,52.692,17.442,0.967,0.396,0.571,0.347,0.224,0.372,0.128,0.092,0.032
Kyler Murray,So,Oklahoma,OF,226,0.429,47.633,15.767,0.954,0.398,0.556,0.296,0.26,0.365,0.248,0.124,0.044
Jared Triolo,So,Houston,INF,285,0.429,60.069,19.884,0.906,0.449,0.457,0.344,0.113,0.412,0.172,0.123,0.018
Ashton Bardzell,Jr,Hartford,OF,243,0.429,51.216,16.953,0.944,0.412,0.532,0.308,0.224,0.333,0.16,0.148,0.041
Romero Harris,Jr,Indiana St.,INF,146,0.429,30.772,10.186,0.976,0.384,0.592,0.312,0.28,0.31,0.144,0.062,0.055
Dean Lawson,Sr,Northern Colo.,INF,226,0.429,47.633,15.767,0.913,0.438,0.475,0.335,0.14,0.406,0.164,0.142,0.009
Kohl Gilmore,So,FGCU,INF,240,0.428,50.361,16.521,0.942,0.417,0.525,0.282,0.243,0.305,0.171,0.15,0.046
Matt Nicholson,Sr,Merrimack,OF,235,0.428,49.312,16.177,0.951,0.413,0.538,0.348,0.19,0.398,0.179,0.055,0.03
Ben Mezzenga,Jr,Minnesota,OF,229,0.428,48.053,15.764,0.903,0.459,0.444,0.381,0.063,0.474,0.175,0.135,0.0
Nick Osborne,Jr,Tennessee Tech,INF,230,0.428,48.263,15.833,0.967,0.383,0.584,0.312,0.272,0.349,0.204,0.109,0.052
Jamie Galazin,Sr,St. John's (NY),OF,261,0.428,54.768,17.967,0.939,0.418,0.521,0.329,0.192,0.371,0.146,0.107,0.023
Tyler Romanik,Jr,Eastern Ky.,C,207,0.428,43.436,14.249,0.939,0.406,0.533,0.335,0.198,0.36,0.126,0.087,0.034
Daniel Cabrera,Fr,LSU,OF,255,0.428,53.508,17.553,0.941,0.416,0.525,0.315,0.21,0.343,0.141,0.133,0.031
Will Johnson,Jr,Eastern Ky.,OF,242,0.428,50.781,16.659,0.924,0.417,0.507,0.322,0.185,0.335,0.112,0.132,0.037
Joe Raymond,Jr,Dixie St.,INF,140,0.428,29.377,9.637,0.901,0.443,0.458,0.327,0.131,0.343,0.064,0.15,0.007
Brett Bautista,Sr,San Jose St.,OF,239,0.428,50.151,16.452,0.916,0.452,0.464,0.343,0.121,0.353,0.067,0.109,0.017
Brandon Wulff,Jr,Stanford,OF,119,0.428,24.971,8.192,0.915,0.42,0.495,0.303,0.192,0.388,0.235,0.143,0.034
Mcclain Bradley,Sr,Wofford,OF,276,0.428,57.915,18.999,0.939,0.413,0.526,0.355,0.171,0.417,0.185,0.08,0.033
Jake Cosgrove,Fr,Seattle U,INF,164,0.428,34.413,11.289,0.893,0.439,0.454,0.308,0.146,0.381,0.189,0.116,0.018
Luke Bonfield,Sr,Arkansas,OF,264,0.428,55.397,18.173,0.911,0.432,0.479,0.296,0.183,0.335,0.17,0.159,0.034
Sean Breen,Jr,Iona,INF,127,0.427,26.531,8.624,0.943,0.402,0.541,0.324,0.217,0.323,0.094,0.11,0.047
Peyton Maddox,Sr,VMI,C,224,0.427,46.795,15.211,0.908,0.433,0.475,0.304,0.171,0.403,0.254,0.125,0.031
Jj Schwarz,Sr,Florida,C,256,0.427,53.48,17.384,0.97,0.395,0.575,0.308,0.267,0.357,0.234,0.109,0.051
Jon Rosoff,Sr,Army West Point,INF,252,0.427,52.645,17.113,0.91,0.468,0.442,0.34,0.102,0.364,0.083,0.107,0.004
Ashton Easley,So,Air Force,OF,194,0.427,40.528,13.174,0.965,0.376,0.589,0.292,0.297,0.36,0.258,0.108,0.046
Brady Pfaadt,Sr,Bellarmine,C,198,0.427,41.364,13.446,0.901,0.444,0.457,0.246,0.211,0.29,0.192,0.237,0.025
Justin Row,Sr,South Carolina,INF,206,0.427,43.035,13.989,0.948,0.408,0.54,0.347,0.193,0.386,0.15,0.092,0.034
Conner Morro,Jr,Canisius,INF,225,0.427,47.004,15.279,0.897,0.44,0.457,0.342,0.115,0.385,0.102,0.124,0.004
Brian Sharp,Jr,Missouri,INF,232,0.426,48.251,15.539,0.927,0.427,0.5,0.321,0.179,0.404,0.233,0.142,0.034
Andrew Fregia,Jr,Sam Houston St.,INF,260,0.425,53.832,17.172,0.97,0.385,0.585,0.328,0.257,0.362,0.177,0.065,0.042
Matt Higgins,Fr,Bellarmine,DH,121,0.425,25.053,7.992,0.882,0.438,0.444,0.323,0.121,0.413,0.198,0.14,0.008
Jesse Franklin,Fr,Michigan,OF,189,0.425,39.132,12.483,0.974,0.386,0.588,0.327,0.261,0.344,0.18,0.074,0.053
Juan Teixeira,So,FIU,OF,122,0.425,25.26,8.058,0.957,0.402,0.555,0.345,0.21,0.395,0.172,0.041,0.033
Daniel Millwee,Jr,High Point,C,194,0.425,40.167,12.813,0.901,0.433,0.468,0.292,0.176,0.336,0.165,0.165,0.026
Austin Shenton,So,FIU,INF,246,0.425,50.933,16.247,0.935,0.411,0.524,0.344,0.18,0.395,0.175,0.081,0.037
Jackson Ware,Sr,Mercer,INF,276,0.425,57.145,18.229,0.915,0.438,0.477,0.351,0.126,0.358,0.072,0.105,0.022
Evan Mcdonald,Jr,Fairleigh Dickinson,C,187,0.425,38.718,12.351,0.956,0.39,0.566,0.289,0.277,0.301,0.16,0.086,0.048
Allen Saar,So,Coppin St.,INF,124,0.425,25.674,8.19,0.859,0.468,0.391,0.337,0.054,0.525,0.274,0.169,0.0
Gage Lanning,Sr,Canisius,C,155,0.425,32.092,10.237,0.921,0.413,0.508,0.298,0.21,0.317,0.123,0.097,0.032
Dominic D'Alessandro,Jr,George Washington,INF,221,0.425,45.757,14.596,0.938,0.394,0.544,0.318,0.226,0.376,0.208,0.09,0.041
Elijah Skipps,Sr,Cal Poly,OF,109,0.425,22.568,7.199,0.931,0.394,0.537,0.305,0.232,0.379,0.229,0.11,0.037
Shane Timmons,Sr,San Jose St.,INF,243,0.424,50.086,15.823,0.926,0.416,0.51,0.333,0.177,0.354,0.123,0.07,0.033
Kaid Urban,Jr,Dixie St.,OF,115,0.424,23.703,7.488,0.864,0.452,0.412,0.351,0.061,0.479,0.226,0.13,0.0
Cam Johnson,Sr,Davidson,OF,181,0.424,37.307,11.786,0.934,0.414,0.52,0.313,0.207,0.369,0.204,0.133,0.033
Harrison Dinicola,Jr,A&M-Corpus Christi,P,266,0.424,54.827,17.321,0.937,0.41,0.527,0.321,0.206,0.356,0.158,0.12,0.03
Will Holland,So,Auburn,INF,296,0.424,61.01,19.274,0.932,0.402,0.53,0.313,0.217,0.346,0.166,0.095,0.041
Andrew Pace,Jr,Oral Roberts,OF,136,0.424,28.032,8.856,0.864,0.456,0.408,0.306,0.102,0.353,0.11,0.228,0.0
Logan Foster,So,Texas A&M,OF,239,0.424,49.262,15.563,0.93,0.41,0.52,0.314,0.206,0.403,0.251,0.121,0.033
Colin Davis,Fr,Wofford,OF,234,0.424,48.231,15.237,0.979,0.368,0.611,0.303,0.308,0.34,0.209,0.081,0.056
Aj Graffanino,Jr,Washington,INF,126,0.424,25.971,8.205,0.907,0.452,0.455,0.364,0.091,0.4,0.079,0.111,0.0
Logan Blackfan,Sr,Southern Ill.,INF,261,0.424,53.796,16.995,0.942,0.406,0.536,0.328,0.208,0.382,0.207,0.084,0.042
Taylor Young,Fr,Louisiana Tech,INF,198,0.424,40.811,12.893,0.846,0.465,0.381,0.295,0.086,0.315,0.086,0.217,0.01
Jacob Rhinesmith,Jr,Western Ky.,OF,239,0.424,49.262,15.563,0.961,0.406,0.555,0.306,0.249,0.305,0.151,0.1,0.059
Luke Mangieri,Jr,Bradley,INF,248,0.424,51.117,16.149,0.929,0.419,0.51,0.322,0.188,0.351,0.117,0.125,0.02
Derek Lohr,Fr,Coppin St.,INF,163,0.424,33.597,10.614,0.879,0.448,0.431,0.365,0.066,0.42,0.117,0.135,0.0
Richard Ortiz,Jr,Grambling,C,225,0.423,46.167,14.442,0.907,0.418,0.489,0.289,0.2,0.307,0.156,0.133,0.044
